id,Geographic Area Name,Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Percent!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans,Percent!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only,Percent!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,county_name,state
0500000US46071,"Jackson County, South Dakota",17.8,6.0,87.2,70.8,Jackson County, South Dakota
0500000US46073,"Jerauld County, South Dakota",22.5,10.5,96.2,71.7,Jerauld County, South Dakota
0500000US46075,"Jones County, South Dakota",25.7,6.3,98.8,100.0,Jones County, South Dakota
0500000US46077,"Kingsbury County, South Dakota",21.5,8.5,96.6,55.6,Kingsbury County, South Dakota
0500000US46079,"Lake County, South Dakota",33.1,8.3,96.7,51.7,Lake County, South Dakota
0500000US46081,"Lawrence County, South Dakota",35.0,10.8,97.0,72.8,Lawrence County, South Dakota
0500000US46083,"Lincoln County, South Dakota",37.6,7.3,95.3,55.5,Lincoln County, South Dakota
0500000US46085,"Lyman County, South Dakota",20.3,4.8,92.2,10.0,Lyman County, South Dakota
0500000US46087,"McCook County, South Dakota",24.1,7.9,96.5,41.5,McCook County, South Dakota
0500000US46089,"McPherson County, South Dakota",17.7,9.2,91.6,35.5,McPherson County, South Dakota
0500000US46091,"Marshall County, South Dakota",24.1,7.9,95.6,92.5,Marshall County, South Dakota
0500000US46093,"Meade County, South Dakota",27.2,14.1,95.9,35.1,Meade County, South Dakota
0500000US46095,"Mellette County, South Dakota",12.0,5.3,92.9,0.0,Mellette County, South Dakota
0500000US46097,"Miner County, South Dakota",18.5,6.7,96.0,56.0,Miner County, South Dakota
0500000US46099,"Minnehaha County, South Dakota",33.1,7.5,90.8,60.1,Minnehaha County, South Dakota
0500000US46101,"Moody County, South Dakota",21.3,9.4,90.4,37.6,Moody County, South Dakota
0500000US46102,"Oglala Lakota County, South Dakota",10.4,5.5,76.6,44.0,Oglala Lakota County, South Dakota
0500000US46103,"Pennington County, South Dakota",31.5,12.7,95.6,52.5,Pennington County, South Dakota
0500000US46105,"Perkins County, South Dakota",20.3,10.9,97.8,55.0,Perkins County, South Dakota
0500000US46107,"Potter County, South Dakota",22.3,10.1,97.7,46.8,Potter County, South Dakota
0500000US46109,"Roberts County, South Dakota",17.3,7.8,97.2,57.6,Roberts County, South Dakota
0500000US46111,"Sanborn County, South Dakota",21.6,7.5,96.6,55.6,Sanborn County, South Dakota
0500000US46115,"Spink County, South Dakota",21.8,9.0,94.4,31.1,Spink County, South Dakota
0500000US46117,"Stanley County, South Dakota",32.1,7.3,98.1,0.0,Stanley County, South Dakota
0500000US46119,"Sully County, South Dakota",25.0,8.5,98.6,,Sully County, South Dakota
0500000US46121,"Todd County, South Dakota",15.6,3.8,88.8,95.0,Todd County, South Dakota
0500000US46123,"Tripp County, South Dakota",22.3,5.1,96.0,77.8,Tripp County, South Dakota
0500000US46125,"Turner County, South Dakota",23.7,8.7,97.3,72.6,Turner County, South Dakota
0500000US46127,"Union County, South Dakota",30.6,9.1,96.6,73.8,Union County, South Dakota
0500000US46129,"Walworth County, South Dakota",24.9,10.4,96.4,51.7,Walworth County, South Dakota
0500000US46135,"Yankton County, South Dakota",25.7,10.1,95.7,47.5,Yankton County, South Dakota
0500000US46137,"Ziebach County, South Dakota",16.4,4.1,77.4,80.0,Ziebach County, South Dakota
0500000US47001,"Anderson County, Tennessee",23.3,10.1,95.2,59.1,Anderson County, Tennessee
0500000US47003,"Bedford County, Tennessee",16.6,8.1,88.4,76.8,Bedford County, Tennessee
0500000US47005,"Benton County, Tennessee",12.3,10.0,98.9,22.5,Benton County, Tennessee
0500000US47007,"Bledsoe County, Tennessee",12.0,7.9,97.3,80.9,Bledsoe County, Tennessee
0500000US47009,"Blount County, Tennessee",24.2,9.6,96.4,61.6,Blount County, Tennessee
0500000US47011,"Bradley County, Tennessee",22.3,7.7,92.0,65.3,Bradley County, Tennessee
0500000US47013,"Campbell County, Tennessee",12.4,8.3,98.8,47.8,Campbell County, Tennessee
0500000US47015,"Cannon County, Tennessee",15.8,7.8,98.4,68.6,Cannon County, Tennessee
0500000US47017,"Carroll County, Tennessee",18.0,8.5,97.4,46.7,Carroll County, Tennessee
0500000US47019,"Carter County, Tennessee",17.5,9.9,98.0,64.4,Carter County, Tennessee
0500000US47021,"Cheatham County, Tennessee",21.0,8.2,95.9,56.6,Cheatham County, Tennessee
0500000US47023,"Chester County, Tennessee",16.0,7.9,97.7,69.3,Chester County, Tennessee
0500000US47025,"Claiborne County, Tennessee",16.1,7.4,97.8,70.2,Claiborne County, Tennessee
0500000US47027,"Clay County, Tennessee",13.9,8.2,96.7,63.1,Clay County, Tennessee
0500000US47029,"Cocke County, Tennessee",11.6,10.0,97.9,47.7,Cocke County, Tennessee
0500000US47031,"Coffee County, Tennessee",20.5,10.0,96.6,75.0,Coffee County, Tennessee
0500000US47033,"Crockett County, Tennessee",13.8,7.4,91.5,65.8,Crockett County, Tennessee
0500000US47035,"Cumberland County, Tennessee",18.5,13.2,96.8,42.3,Cumberland County, Tennessee
0500000US47037,"Davidson County, Tennessee",41.7,5.6,82.6,64.5,Davidson County, Tennessee
0500000US47039,"Decatur County, Tennessee",14.5,7.2,99.5,34.4,Decatur County, Tennessee
0500000US47041,"DeKalb County, Tennessee",16.7,7.6,92.5,90.0,DeKalb County, Tennessee
0500000US47043,"Dickson County, Tennessee",16.2,7.2,97.3,62.6,Dickson County, Tennessee
0500000US47045,"Dyer County, Tennessee",16.1,7.0,96.6,45.3,Dyer County, Tennessee
0500000US47047,"Fayette County, Tennessee",22.2,8.9,97.3,50.1,Fayette County, Tennessee
0500000US47049,"Fentress County, Tennessee",16.0,8.9,98.9,32.4,Fentress County, Tennessee
0500000US47051,"Franklin County, Tennessee",20.8,9.5,96.8,59.3,Franklin County, Tennessee
0500000US47053,"Gibson County, Tennessee",18.4,8.0,97.3,64.8,Gibson County, Tennessee
0500000US47055,"Giles County, Tennessee",16.5,8.4,97.7,69.6,Giles County, Tennessee
0500000US47057,"Grainger County, Tennessee",10.7,8.8,95.8,77.4,Grainger County, Tennessee
0500000US47059,"Greene County, Tennessee",16.7,9.9,97.4,62.4,Greene County, Tennessee
0500000US47061,"Grundy County, Tennessee",13.2,6.3,99.0,73.0,Grundy County, Tennessee
0500000US47063,"Hamblen County, Tennessee",16.8,8.0,90.3,81.1,Hamblen County, Tennessee
0500000US47065,"Hamilton County, Tennessee",32.2,7.6,92.9,59.4,Hamilton County, Tennessee
0500000US47067,"Hancock County, Tennessee",11.2,7.4,97.9,40.9,Hancock County, Tennessee
0500000US47069,"Hardeman County, Tennessee",11.2,7.3,97.1,63.3,Hardeman County, Tennessee
0500000US47071,"Hardin County, Tennessee",15.0,9.0,97.6,52.8,Hardin County, Tennessee
0500000US47073,"Hawkins County, Tennessee",13.7,8.9,98.3,60.1,Hawkins County, Tennessee
0500000US47075,"Haywood County, Tennessee",11.0,6.9,95.3,64.2,Haywood County, Tennessee
0500000US47077,"Henderson County, Tennessee",14.4,7.1,98.3,93.0,Henderson County, Tennessee
0500000US47079,"Henry County, Tennessee",16.5,11.0,97.4,37.1,Henry County, Tennessee
0500000US47081,"Hickman County, Tennessee",10.9,10.0,98.0,52.8,Hickman County, Tennessee
0500000US47083,"Houston County, Tennessee",13.0,11.5,99.1,53.8,Houston County, Tennessee
0500000US47085,"Humphreys County, Tennessee",14.3,10.1,97.9,50.2,Humphreys County, Tennessee
0500000US47087,"Jackson County, Tennessee",11.0,8.3,97.6,57.4,Jackson County, Tennessee
0500000US47089,"Jefferson County, Tennessee",16.8,9.9,95.4,77.8,Jefferson County, Tennessee
0500000US47091,"Johnson County, Tennessee",11.6,10.4,97.7,83.7,Johnson County, Tennessee
0500000US47093,"Knox County, Tennessee",37.6,8.2,94.2,56.6,Knox County, Tennessee
0500000US47095,"Lake County, Tennessee",9.4,6.6,97.9,64.9,Lake County, Tennessee
0500000US47097,"Lauderdale County, Tennessee",8.3,6.6,97.3,53.5,Lauderdale County, Tennessee
0500000US47099,"Lawrence County, Tennessee",14.3,8.2,95.0,51.7,Lawrence County, Tennessee
0500000US47101,"Lewis County, Tennessee",10.4,7.9,96.3,52.0,Lewis County, Tennessee
0500000US47103,"Lincoln County, Tennessee",18.4,8.8,97.1,76.9,Lincoln County, Tennessee
0500000US47105,"Loudon County, Tennessee",26.4,10.0,91.3,64.0,Loudon County, Tennessee
0500000US47107,"McMinn County, Tennessee",16.2,8.3,95.9,66.7,McMinn County, Tennessee
0500000US47109,"McNairy County, Tennessee",12.6,7.3,97.3,41.3,McNairy County, Tennessee
0500000US47111,"Macon County, Tennessee",10.3,6.3,96.1,81.4,Macon County, Tennessee
0500000US47113,"Madison County, Tennessee",25.6,7.5,95.3,53.5,Madison County, Tennessee
0500000US47115,"Marion County, Tennessee",12.8,8.3,98.9,60.4,Marion County, Tennessee
0500000US47117,"Marshall County, Tennessee",14.7,7.4,94.4,85.6,Marshall County, Tennessee
0500000US47119,"Maury County, Tennessee",23.0,7.7,94.5,54.9,Maury County, Tennessee
0500000US47121,"Meigs County, Tennessee",9.8,7.9,98.6,2.4,Meigs County, Tennessee
0500000US47123,"Monroe County, Tennessee",13.4,9.6,96.7,37.5,Monroe County, Tennessee
0500000US47125,"Montgomery County, Tennessee",28.5,19.6,90.9,40.6,Montgomery County, Tennessee
0500000US47127,"Moore County, Tennessee",22.7,10.9,97.4,85.3,Moore County, Tennessee
0500000US47129,"Morgan County, Tennessee",9.4,8.9,98.3,46.0,Morgan County, Tennessee
0500000US47131,"Obion County, Tennessee",15.3,7.5,95.9,66.6,Obion County, Tennessee
0500000US47133,"Overton County, Tennessee",12.8,6.6,98.0,36.2,Overton County, Tennessee
0500000US47135,"Perry County, Tennessee",11.5,7.2,94.0,49.5,Perry County, Tennessee
0500000US47137,"Pickett County, Tennessee",9.4,9.0,99.7,39.1,Pickett County, Tennessee
0500000US47139,"Polk County, Tennessee",11.9,8.4,97.7,48.6,Polk County, Tennessee
0500000US47141,"Putnam County, Tennessee",26.4,6.9,93.8,68.7,Putnam County, Tennessee
0500000US47143,"Rhea County, Tennessee",16.9,8.5,95.3,75.9,Rhea County, Tennessee
0500000US47145,"Roane County, Tennessee",19.8,12.3,97.2,36.1,Roane County, Tennessee
0500000US47147,"Robertson County, Tennessee",19.6,7.9,93.8,76.0,Robertson County, Tennessee
0500000US47149,"Rutherford County, Tennessee",32.2,7.6,88.7,56.8,Rutherford County, Tennessee
0500000US47151,"Scott County, Tennessee",9.2,8.4,99.0,44.0,Scott County, Tennessee
0500000US47153,"Sequatchie County, Tennessee",15.1,10.7,97.0,87.4,Sequatchie County, Tennessee
0500000US47155,"Sevier County, Tennessee",17.4,8.4,93.1,73.6,Sevier County, Tennessee
0500000US47157,"Shelby County, Tennessee",31.6,7.2,90.4,63.4,Shelby County, Tennessee
0500000US47159,"Smith County, Tennessee",14.4,7.2,98.1,66.4,Smith County, Tennessee
0500000US47161,"Stewart County, Tennessee",15.6,14.5,97.5,48.3,Stewart County, Tennessee
0500000US47163,"Sullivan County, Tennessee",23.6,9.7,97.4,44.8,Sullivan County, Tennessee
0500000US47165,"Sumner County, Tennessee",28.1,8.6,93.6,52.2,Sumner County, Tennessee
0500000US47167,"Tipton County, Tennessee",17.3,12.2,97.2,38.3,Tipton County, Tennessee
0500000US47169,"Trousdale County, Tennessee",13.8,9.0,97.8,78.0,Trousdale County, Tennessee
0500000US47171,"Unicoi County, Tennessee",14.8,11.1,94.6,73.4,Unicoi County, Tennessee
0500000US47173,"Union County, Tennessee",9.9,9.2,97.9,69.7,Union County, Tennessee
0500000US47175,"Van Buren County, Tennessee",7.8,8.3,95.5,56.9,Van Buren County, Tennessee
0500000US47177,"Warren County, Tennessee",14.5,7.7,93.0,75.8,Warren County, Tennessee
0500000US47179,"Washington County, Tennessee",31.8,10.5,95.2,66.7,Washington County, Tennessee
0500000US47181,"Wayne County, Tennessee",9.7,9.3,98.3,32.8,Wayne County, Tennessee
0500000US47183,"Weakley County, Tennessee",21.6,7.9,98.0,59.2,Weakley County, Tennessee
0500000US47185,"White County, Tennessee",12.3,9.2,98.7,36.1,White County, Tennessee
0500000US47187,"Williamson County, Tennessee",59.8,6.1,91.5,51.7,Williamson County, Tennessee
0500000US47189,"Wilson County, Tennessee",32.4,8.7,93.9,49.6,Wilson County, Tennessee
0500000US48001,"Anderson County, Texas",10.6,8.7,85.2,64.0,Anderson County, Texas
0500000US48003,"Andrews County, Texas",12.2,5.5,56.3,71.7,Andrews County, Texas
0500000US48005,"Angelina County, Texas",16.9,8.8,81.5,68.5,Angelina County, Texas
0500000US48007,"Aransas County, Texas",21.9,12.1,80.1,56.1,Aransas County, Texas
0500000US48009,"Archer County, Texas",23.9,8.8,94.3,83.1,Archer County, Texas
0500000US48011,"Armstrong County, Texas",22.8,11.2,93.6,25.6,Armstrong County, Texas
0500000US48013,"Atascosa County, Texas",14.4,8.9,61.5,72.9,Atascosa County, Texas
0500000US48015,"Austin County, Texas",23.9,5.8,79.3,62.4,Austin County, Texas
0500000US48017,"Bailey County, Texas",17.2,4.9,51.9,68.4,Bailey County, Texas
0500000US48019,"Bandera County, Texas",22.8,14.5,88.7,65.5,Bandera County, Texas
0500000US48021,"Bastrop County, Texas",20.7,11.2,70.5,71.4,Bastrop County, Texas
0500000US48023,"Baylor County, Texas",22.8,7.8,95.4,39.8,Baylor County, Texas
0500000US48025,"Bee County, Texas",8.9,8.9,65.3,59.3,Bee County, Texas
0500000US48027,"Bell County, Texas",25.2,21.4,80.6,49.5,Bell County, Texas
0500000US48029,"Bexar County, Texas",28.0,10.2,60.4,58.5,Bexar County, Texas
0500000US48031,"Blanco County, Texas",26.5,12.2,88.8,57.6,Blanco County, Texas
0500000US48033,"Borden County, Texas",39.5,7.8,84.0,0.0,Borden County, Texas
0500000US48035,"Bosque County, Texas",19.8,8.3,86.9,64.6,Bosque County, Texas
0500000US48037,"Bowie County, Texas",20.6,10.0,94.4,64.0,Bowie County, Texas
0500000US48039,"Brazoria County, Texas",30.0,6.6,73.5,48.0,Brazoria County, Texas
0500000US48041,"Brazos County, Texas",41.7,4.7,75.8,70.6,Brazos County, Texas
0500000US48043,"Brewster County, Texas",40.0,9.1,65.6,57.6,Brewster County, Texas
0500000US48045,"Briscoe County, Texas",19.8,8.9,75.7,76.1,Briscoe County, Texas
0500000US48047,"Brooks County, Texas",15.7,3.8,38.2,87.0,Brooks County, Texas
0500000US48049,"Brown County, Texas",19.1,9.8,87.3,50.1,Brown County, Texas
0500000US48051,"Burleson County, Texas",17.3,8.7,83.9,69.1,Burleson County, Texas
0500000US48053,"Burnet County, Texas",25.4,11.0,85.4,47.5,Burnet County, Texas
0500000US48055,"Caldwell County, Texas",14.6,6.8,63.8,70.4,Caldwell County, Texas
0500000US48057,"Calhoun County, Texas",14.2,7.7,67.5,60.6,Calhoun County, Texas
0500000US48059,"Callahan County, Texas",21.0,10.8,92.2,76.6,Callahan County, Texas
0500000US48061,"Cameron County, Texas",17.3,4.4,28.6,66.8,Cameron County, Texas
0500000US48063,"Camp County, Texas",19.4,8.5,79.2,79.3,Camp County, Texas
0500000US48065,"Carson County, Texas",28.4,8.5,93.2,53.9,Carson County, Texas
0500000US48067,"Cass County, Texas",16.4,11.6,95.8,59.7,Cass County, Texas
0500000US48069,"Castro County, Texas",15.6,5.5,47.7,76.5,Castro County, Texas
0500000US48071,"Chambers County, Texas",22.7,7.8,82.1,66.7,Chambers County, Texas
0500000US48073,"Cherokee County, Texas",17.2,7.4,79.8,73.9,Cherokee County, Texas
0500000US48075,"Childress County, Texas",18.3,5.5,76.6,69.6,Childress County, Texas
0500000US48077,"Clay County, Texas",21.4,10.3,93.3,75.9,Clay County, Texas
0500000US48079,"Cochran County, Texas",8.0,4.4,53.9,80.2,Cochran County, Texas
0500000US48081,"Coke County, Texas",17.8,7.6,89.2,10.5,Coke County, Texas
0500000US48083,"Coleman County, Texas",15.8,10.2,89.9,65.1,Coleman County, Texas
0500000US48085,"Collin County, Texas",52.3,5.8,71.3,53.3,Collin County, Texas
0500000US48087,"Collingsworth County, Texas",20.2,7.6,76.6,62.3,Collingsworth County, Texas
0500000US48089,"Colorado County, Texas",21.0,6.2,78.4,66.4,Colorado County, Texas
0500000US48091,"Comal County, Texas",36.8,12.6,82.0,57.7,Comal County, Texas
0500000US48093,"Comanche County, Texas",20.3,8.6,78.0,66.0,Comanche County, Texas
0500000US48095,"Concho County, Texas",13.0,7.5,64.7,96.3,Concho County, Texas
0500000US48097,"Cooke County, Texas",20.9,8.1,85.2,72.8,Cooke County, Texas
0500000US48099,"Coryell County, Texas",16.1,20.5,86.3,46.1,Coryell County, Texas
0500000US48101,"Cottle County, Texas",16.8,7.6,80.0,100.0,Cottle County, Texas
0500000US48103,"Crane County, Texas",14.7,5.8,54.8,54.6,Crane County, Texas
0500000US48105,"Crockett County, Texas",14.0,6.3,50.1,59.2,Crockett County, Texas
0500000US48107,"Crosby County, Texas",13.2,5.1,65.3,49.6,Crosby County, Texas
0500000US48109,"Culberson County, Texas",10.2,6.0,37.1,37.3,Culberson County, Texas
0500000US48111,"Dallam County, Texas",15.8,7.3,56.4,81.6,Dallam County, Texas
0500000US48113,"Dallas County, Texas",31.5,4.8,56.5,70.5,Dallas County, Texas
0500000US48115,"Dawson County, Texas",14.2,3.6,61.9,53.7,Dawson County, Texas
0500000US48117,"Deaf Smith County, Texas",12.0,4.2,44.5,75.3,Deaf Smith County, Texas
0500000US48119,"Delta County, Texas",25.1,10.4,95.6,17.4,Delta County, Texas
0500000US48121,"Denton County, Texas",45.1,6.6,76.5,53.7,Denton County, Texas
0500000US48123,"DeWitt County, Texas",12.6,7.0,80.6,76.5,DeWitt County, Texas
0500000US48125,"Dickens County, Texas",18.5,8.1,81.6,73.2,Dickens County, Texas
0500000US48127,"Dimmit County, Texas",13.6,5.5,37.4,46.8,Dimmit County, Texas
0500000US48129,"Donley County, Texas",17.9,9.5,94.5,60.2,Donley County, Texas
0500000US48131,"Duval County, Texas",9.0,5.3,43.2,48.7,Duval County, Texas
0500000US48133,"Eastland County, Texas",16.0,8.5,87.1,58.4,Eastland County, Texas
0500000US48135,"Ector County, Texas",15.4,5.0,54.3,66.2,Ector County, Texas
0500000US48137,"Edwards County, Texas",18.2,9.7,57.0,43.4,Edwards County, Texas
0500000US48139,"Ellis County, Texas",24.3,8.4,82.0,60.2,Ellis County, Texas
0500000US48141,"El Paso County, Texas",23.3,8.1,29.4,52.2,El Paso County, Texas
0500000US48143,"Erath County, Texas",31.5,7.6,84.2,72.8,Erath County, Texas
0500000US48145,"Falls County, Texas",12.4,8.7,81.4,66.5,Falls County, Texas
0500000US48147,"Fannin County, Texas",17.4,10.5,90.3,76.0,Fannin County, Texas
0500000US48149,"Fayette County, Texas",19.7,8.2,80.7,57.6,Fayette County, Texas
0500000US48151,"Fisher County, Texas",18.6,9.6,79.9,71.8,Fisher County, Texas
0500000US48153,"Floyd County, Texas",15.9,6.9,62.8,76.8,Floyd County, Texas
0500000US48155,"Foard County, Texas",16.2,7.2,85.1,56.0,Foard County, Texas
0500000US48157,"Fort Bend County, Texas",46.2,4.7,60.5,45.7,Fort Bend County, Texas
0500000US48159,"Franklin County, Texas",26.6,10.2,86.8,77.2,Franklin County, Texas
0500000US48161,"Freestone County, Texas",15.3,7.5,86.0,59.7,Freestone County, Texas
0500000US48163,"Frio County, Texas",7.3,4.6,39.7,83.6,Frio County, Texas
0500000US48165,"Gaines County, Texas",11.4,3.7,42.3,61.9,Gaines County, Texas
0500000US48167,"Galveston County, Texas",31.1,8.6,79.9,58.4,Galveston County, Texas
0500000US48169,"Garza County, Texas",13.9,2.5,54.5,92.9,Garza County, Texas
0500000US48171,"Gillespie County, Texas",32.2,9.1,80.8,64.4,Gillespie County, Texas
0500000US48173,"Glasscock County, Texas",27.2,2.1,65.8,83.8,Glasscock County, Texas
0500000US48175,"Goliad County, Texas",17.3,8.7,80.8,68.5,Goliad County, Texas
0500000US48177,"Gonzales County, Texas",13.1,6.9,66.5,80.6,Gonzales County, Texas
0500000US48179,"Gray County, Texas",13.9,6.9,80.0,61.0,Gray County, Texas
0500000US48181,"Grayson County, Texas",20.4,10.0,89.1,72.6,Grayson County, Texas
0500000US48183,"Gregg County, Texas",21.3,8.1,83.4,70.2,Gregg County, Texas
0500000US48185,"Grimes County, Texas",15.7,8.8,81.0,70.6,Grimes County, Texas
0500000US48187,"Guadalupe County, Texas",28.2,15.1,77.8,46.1,Guadalupe County, Texas
0500000US48189,"Hale County, Texas",17.1,4.9,63.0,72.2,Hale County, Texas
0500000US48191,"Hall County, Texas",15.9,6.1,70.4,82.0,Hall County, Texas
0500000US48193,"Hamilton County, Texas",22.4,9.6,90.5,61.2,Hamilton County, Texas
0500000US48195,"Hansford County, Texas",15.1,5.4,56.9,79.5,Hansford County, Texas
0500000US48197,"Hardeman County, Texas",13.7,6.3,84.9,90.4,Hardeman County, Texas
0500000US48199,"Hardin County, Texas",16.8,9.0,94.7,70.0,Hardin County, Texas
0500000US48201,"Harris County, Texas",31.5,4.7,55.6,63.4,Harris County, Texas
0500000US48203,"Harrison County, Texas",19.1,8.6,91.8,60.2,Harrison County, Texas
0500000US48205,"Hartley County, Texas",17.8,5.6,80.1,72.5,Hartley County, Texas
0500000US48207,"Haskell County, Texas",11.9,5.8,79.6,86.4,Haskell County, Texas
0500000US48209,"Hays County, Texas",37.2,7.3,74.2,64.1,Hays County, Texas
0500000US48211,"Hemphill County, Texas",21.2,6.9,67.5,71.9,Hemphill County, Texas
0500000US48213,"Henderson County, Texas",17.3,10.5,89.3,70.8,Henderson County, Texas
0500000US48215,"Hidalgo County, Texas",18.7,3.2,16.6,72.0,Hidalgo County, Texas
0500000US48217,"Hill County, Texas",17.4,9.7,83.9,57.5,Hill County, Texas
0500000US48219,"Hockley County, Texas",15.8,5.5,68.6,64.3,Hockley County, Texas
0500000US48221,"Hood County, Texas",26.4,10.7,90.6,38.7,Hood County, Texas
0500000US48223,"Hopkins County, Texas",20.1,8.6,86.3,66.5,Hopkins County, Texas
0500000US48225,"Houston County, Texas",15.2,9.4,91.2,68.0,Houston County, Texas
0500000US48227,"Howard County, Texas",12.6,8.8,70.1,84.0,Howard County, Texas
0500000US48229,"Hudspeth County, Texas",10.7,4.7,25.4,84.8,Hudspeth County, Texas
0500000US48231,"Hunt County, Texas",19.9,9.1,85.8,62.4,Hunt County, Texas
0500000US48233,"Hutchinson County, Texas",14.0,7.1,88.1,52.1,Hutchinson County, Texas
0500000US48235,"Irion County, Texas",15.0,8.2,80.7,12.7,Irion County, Texas
0500000US48237,"Jack County, Texas",13.5,5.8,87.4,72.0,Jack County, Texas
0500000US48239,"Jackson County, Texas",16.5,6.2,77.8,76.8,Jackson County, Texas
0500000US48241,"Jasper County, Texas",12.9,7.4,93.4,59.7,Jasper County, Texas
0500000US48243,"Jeff Davis County, Texas",30.5,11.5,57.0,52.4,Jeff Davis County, Texas
0500000US48245,"Jefferson County, Texas",19.7,7.6,77.4,64.9,Jefferson County, Texas
0500000US48247,"Jim Hogg County, Texas",13.4,3.5,34.7,79.9,Jim Hogg County, Texas
0500000US48249,"Jim Wells County, Texas",12.2,5.4,52.3,58.7,Jim Wells County, Texas
0500000US48251,"Johnson County, Texas",18.7,6.5,84.2,58.7,Johnson County, Texas
0500000US48253,"Jones County, Texas",11.7,7.5,81.5,75.0,Jones County, Texas
0500000US48255,"Karnes County, Texas",15.3,6.4,66.8,81.6,Karnes County, Texas
0500000US48257,"Kaufman County, Texas",20.5,7.7,82.9,62.4,Kaufman County, Texas
0500000US48259,"Kendall County, Texas",42.1,9.3,87.2,60.7,Kendall County, Texas
0500000US48261,"Kenedy County, Texas",1.0,0.0,14.5,38.7,Kenedy County, Texas
0500000US48263,"Kent County, Texas",25.4,8.6,89.1,0.0,Kent County, Texas
0500000US48265,"Kerr County, Texas",27.4,12.1,85.2,65.4,Kerr County, Texas
0500000US48267,"Kimble County, Texas",22.5,12.3,83.2,46.7,Kimble County, Texas
0500000US48269,"King County, Texas",20.9,3.0,66.8,97.6,King County, Texas
0500000US48271,"Kinney County, Texas",12.1,21.7,56.1,62.6,Kinney County, Texas
0500000US48273,"Kleberg County, Texas",24.6,8.1,59.1,53.6,Kleberg County, Texas
0500000US48275,"Knox County, Texas",20.1,8.0,75.3,70.8,Knox County, Texas
0500000US48277,"Lamar County, Texas",18.7,8.1,91.4,63.8,Lamar County, Texas
0500000US48279,"Lamb County, Texas",14.4,5.2,58.9,65.5,Lamb County, Texas
0500000US48281,"Lampasas County, Texas",19.9,22.1,88.6,60.6,Lampasas County, Texas
0500000US48283,"La Salle County, Texas",7.5,6.8,39.5,89.0,La Salle County, Texas
0500000US48285,"Lavaca County, Texas",16.7,7.8,83.7,79.9,Lavaca County, Texas
0500000US48287,"Lee County, Texas",14.6,8.2,82.4,80.5,Lee County, Texas
0500000US48289,"Leon County, Texas",14.0,9.9,88.5,72.0,Leon County, Texas
0500000US48291,"Liberty County, Texas",9.7,8.8,78.6,69.4,Liberty County, Texas
0500000US48293,"Limestone County, Texas",14.8,8.4,81.1,70.8,Limestone County, Texas
0500000US48295,"Lipscomb County, Texas",19.7,6.7,74.7,84.1,Lipscomb County, Texas
0500000US48297,"Live Oak County, Texas",12.2,9.5,69.5,81.4,Live Oak County, Texas
0500000US48299,"Llano County, Texas",25.3,14.1,93.6,69.3,Llano County, Texas
0500000US48301,"Loving County, Texas",0.0,5.5,80.5,100.0,Loving County, Texas
0500000US48303,"Lubbock County, Texas",30.1,6.2,78.4,63.9,Lubbock County, Texas
0500000US48305,"Lynn County, Texas",17.3,6.8,71.1,76.4,Lynn County, Texas
0500000US48307,"McCulloch County, Texas",17.3,8.9,78.5,73.2,McCulloch County, Texas
0500000US48309,"McLennan County, Texas",24.2,7.7,80.8,70.8,McLennan County, Texas
0500000US48311,"McMullen County, Texas",28.8,5.3,89.4,87.5,McMullen County, Texas
0500000US48313,"Madison County, Texas",14.7,8.0,80.6,81.5,Madison County, Texas
0500000US48315,"Marion County, Texas",14.7,9.6,96.2,60.7,Marion County, Texas
0500000US48317,"Martin County, Texas",18.3,4.3,66.2,58.1,Martin County, Texas
0500000US48319,"Mason County, Texas",27.6,9.5,78.8,85.6,Mason County, Texas
0500000US48321,"Matagorda County, Texas",17.4,8.8,69.3,62.4,Matagorda County, Texas
0500000US48323,"Maverick County, Texas",12.7,1.8,7.7,63.0,Maverick County, Texas
0500000US48325,"Medina County, Texas",19.8,11.1,68.5,38.2,Medina County, Texas
0500000US48327,"Menard County, Texas",18.0,11.7,69.5,59.3,Menard County, Texas
0500000US48329,"Midland County, Texas",27.4,6.2,65.7,64.8,Midland County, Texas
0500000US48331,"Milam County, Texas",14.1,8.4,82.8,66.0,Milam County, Texas
0500000US48333,"Mills County, Texas",18.3,11.1,86.8,54.4,Mills County, Texas
0500000US48335,"Mitchell County, Texas",11.3,5.3,74.7,71.3,Mitchell County, Texas
0500000US48337,"Montague County, Texas",16.9,9.5,89.8,68.3,Montague County, Texas
0500000US48339,"Montgomery County, Texas",34.5,7.5,77.0,64.6,Montgomery County, Texas
0500000US48341,"Moore County, Texas",14.3,4.4,48.3,77.5,Moore County, Texas
0500000US48343,"Morris County, Texas",14.3,12.1,90.5,84.9,Morris County, Texas
0500000US48345,"Motley County, Texas",16.8,12.3,85.3,,Motley County, Texas
0500000US48347,"Nacogdoches County, Texas",24.5,6.8,83.0,69.0,Nacogdoches County, Texas
0500000US48349,"Navarro County, Texas",15.9,7.7,75.3,67.4,Navarro County, Texas
0500000US48351,"Newton County, Texas",9.7,9.2,97.4,48.3,Newton County, Texas
