id,Geographic Area Name,Percent!!EDUCATIONAL ATTAINMENT!!Population 25 years and over!!Bachelor's degree or higher,Percent!!VETERAN STATUS!!Civilian population 18 years and over!!Civilian veterans,Percent!!LANGUAGE SPOKEN AT HOME!!Population 5 years and over!!English only,Percent!!U.S. CITIZENSHIP STATUS!!Foreign-born population!!Not a U.S. citizen,county_name,state
0500000US48353,"Nolan County, Texas",15.2,7.4,74.8,66.3,Nolan County, Texas
0500000US48355,"Nueces County, Texas",21.8,9.7,64.1,62.9,Nueces County, Texas
0500000US48357,"Ochiltree County, Texas",15.6,6.5,54.2,74.5,Ochiltree County, Texas
0500000US48359,"Oldham County, Texas",22.0,5.0,87.5,42.0,Oldham County, Texas
0500000US48361,"Orange County, Texas",15.5,8.3,93.1,62.7,Orange County, Texas
0500000US48363,"Palo Pinto County, Texas",16.6,9.7,85.3,60.0,Palo Pinto County, Texas
0500000US48365,"Panola County, Texas",16.1,8.3,92.9,83.0,Panola County, Texas
0500000US48367,"Parker County, Texas",26.4,9.8,91.0,63.4,Parker County, Texas
0500000US48369,"Parmer County, Texas",17.9,3.7,48.4,68.7,Parmer County, Texas
0500000US48371,"Pecos County, Texas",9.8,6.7,46.9,66.5,Pecos County, Texas
0500000US48373,"Polk County, Texas",13.1,10.9,85.8,65.8,Polk County, Texas
0500000US48375,"Potter County, Texas",14.9,6.9,67.3,70.8,Potter County, Texas
0500000US48377,"Presidio County, Texas",21.2,1.4,19.7,75.6,Presidio County, Texas
0500000US48379,"Rains County, Texas",13.7,12.1,91.7,61.3,Rains County, Texas
0500000US48381,"Randall County, Texas",32.4,9.3,88.1,57.9,Randall County, Texas
0500000US48383,"Reagan County, Texas",10.5,4.5,45.1,66.8,Reagan County, Texas
0500000US48385,"Real County, Texas",17.4,12.1,86.4,84.3,Real County, Texas
0500000US48387,"Red River County, Texas",12.5,5.5,95.6,64.0,Red River County, Texas
0500000US48389,"Reeves County, Texas",12.3,5.9,42.9,82.4,Reeves County, Texas
0500000US48391,"Refugio County, Texas",11.5,9.0,71.1,31.5,Refugio County, Texas
0500000US48393,"Roberts County, Texas",25.0,7.7,94.7,0.0,Roberts County, Texas
0500000US48395,"Robertson County, Texas",16.1,6.2,82.1,61.4,Robertson County, Texas
0500000US48397,"Rockwall County, Texas",40.7,8.2,83.6,51.9,Rockwall County, Texas
0500000US48399,"Runnels County, Texas",18.1,8.1,87.2,49.8,Runnels County, Texas
0500000US48401,"Rusk County, Texas",15.5,7.7,85.5,72.8,Rusk County, Texas
0500000US48403,"Sabine County, Texas",17.6,14.0,96.5,25.4,Sabine County, Texas
0500000US48405,"San Augustine County, Texas",14.0,11.3,95.4,65.6,San Augustine County, Texas
0500000US48407,"San Jacinto County, Texas",11.2,9.3,87.2,73.8,San Jacinto County, Texas
0500000US48409,"San Patricio County, Texas",15.6,8.8,64.7,64.8,San Patricio County, Texas
0500000US48411,"San Saba County, Texas",14.1,8.2,76.9,84.8,San Saba County, Texas
0500000US48413,"Schleicher County, Texas",16.6,3.2,53.9,48.3,Schleicher County, Texas
0500000US48415,"Scurry County, Texas",16.2,6.2,73.7,52.9,Scurry County, Texas
0500000US48417,"Shackelford County, Texas",30.5,9.1,92.9,43.6,Shackelford County, Texas
0500000US48419,"Shelby County, Texas",13.8,6.1,81.8,80.2,Shelby County, Texas
0500000US48421,"Sherman County, Texas",15.0,6.3,63.6,75.3,Sherman County, Texas
0500000US48423,"Smith County, Texas",26.4,6.9,83.2,62.8,Smith County, Texas
0500000US48425,"Somervell County, Texas",26.4,6.9,89.8,32.0,Somervell County, Texas
0500000US48427,"Starr County, Texas",9.9,1.5,4.8,71.0,Starr County, Texas
0500000US48429,"Stephens County, Texas",16.2,6.7,82.9,64.0,Stephens County, Texas
0500000US48431,"Sterling County, Texas",9.5,4.7,73.0,70.0,Sterling County, Texas
0500000US48433,"Stonewall County, Texas",14.8,9.4,86.1,60.7,Stonewall County, Texas
0500000US48435,"Sutton County, Texas",17.1,10.2,46.1,63.2,Sutton County, Texas
0500000US48437,"Swisher County, Texas",15.3,5.3,70.3,81.2,Swisher County, Texas
0500000US48439,"Tarrant County, Texas",32.3,7.2,71.0,59.7,Tarrant County, Texas
0500000US48441,"Taylor County, Texas",25.2,10.7,82.7,54.7,Taylor County, Texas
0500000US48443,"Terrell County, Texas",18.4,9.7,42.8,61.1,Terrell County, Texas
0500000US48445,"Terry County, Texas",11.4,4.2,59.9,71.2,Terry County, Texas
0500000US48447,"Throckmorton County, Texas",21.7,7.9,90.0,0.0,Throckmorton County, Texas
0500000US48449,"Titus County, Texas",16.3,7.5,60.9,73.2,Titus County, Texas
0500000US48451,"Tom Green County, Texas",24.5,10.7,74.3,51.7,Tom Green County, Texas
0500000US48453,"Travis County, Texas",50.0,5.4,68.8,64.7,Travis County, Texas
0500000US48455,"Trinity County, Texas",12.9,13.2,91.8,73.5,Trinity County, Texas
0500000US48457,"Tyler County, Texas",13.4,10.0,90.4,70.2,Tyler County, Texas
0500000US48459,"Upshur County, Texas",17.1,8.6,93.9,69.4,Upshur County, Texas
0500000US48461,"Upton County, Texas",9.6,6.5,61.1,72.4,Upton County, Texas
0500000US48463,"Uvalde County, Texas",17.9,7.9,48.3,62.3,Uvalde County, Texas
0500000US48465,"Val Verde County, Texas",18.4,8.8,32.4,54.1,Val Verde County, Texas
0500000US48467,"Van Zandt County, Texas",15.8,8.8,92.3,60.3,Van Zandt County, Texas
0500000US48469,"Victoria County, Texas",20.0,8.2,74.9,61.4,Victoria County, Texas
0500000US48471,"Walker County, Texas",20.8,8.0,82.5,77.4,Walker County, Texas
0500000US48473,"Waller County, Texas",21.1,4.7,73.6,76.3,Waller County, Texas
0500000US48475,"Ward County, Texas",12.5,6.1,63.8,58.8,Ward County, Texas
0500000US48477,"Washington County, Texas",26.8,7.8,85.3,73.9,Washington County, Texas
0500000US48479,"Webb County, Texas",18.9,2.7,10.1,70.2,Webb County, Texas
0500000US48481,"Wharton County, Texas",18.0,6.0,74.1,74.1,Wharton County, Texas
0500000US48483,"Wheeler County, Texas",16.8,6.5,80.0,84.1,Wheeler County, Texas
0500000US48485,"Wichita County, Texas",23.1,11.6,86.2,57.7,Wichita County, Texas
0500000US48487,"Wilbarger County, Texas",15.2,6.9,82.8,67.1,Wilbarger County, Texas
0500000US48489,"Willacy County, Texas",8.9,3.5,36.5,58.2,Willacy County, Texas
0500000US48491,"Williamson County, Texas",41.3,8.6,78.2,53.4,Williamson County, Texas
0500000US48493,"Wilson County, Texas",21.8,12.4,79.4,50.5,Wilson County, Texas
0500000US48495,"Winkler County, Texas",8.2,5.5,61.2,64.2,Winkler County, Texas
0500000US48497,"Wise County, Texas",18.0,9.7,84.0,70.8,Wise County, Texas
0500000US48499,"Wood County, Texas",16.6,11.6,91.1,53.3,Wood County, Texas
0500000US48501,"Yoakum County, Texas",12.7,2.7,39.1,83.0,Yoakum County, Texas
0500000US48503,"Young County, Texas",19.3,8.9,86.0,70.9,Young County, Texas
0500000US48505,"Zapata County, Texas",11.6,4.3,10.7,77.3,Zapata County, Texas
0500000US48507,"Zavala County, Texas",10.9,4.5,27.8,66.4,Zavala County, Texas
0500000US49001,"Beaver County, Utah",21.1,7.5,87.9,68.9,Beaver County, Utah
0500000US49003,"Box Elder County, Utah",23.9,6.4,92.6,48.5,Box Elder County, Utah
0500000US49005,"Cache County, Utah",38.3,3.9,89.4,65.8,Cache County, Utah
0500000US49007,"Carbon County, Utah",17.1,7.6,94.9,65.3,Carbon County, Utah
0500000US49009,"Daggett County, Utah",13.4,4.6,96.6,,Daggett County, Utah
0500000US49011,"Davis County, Utah",37.8,7.5,90.0,45.3,Davis County, Utah
0500000US49013,"Duchesne County, Utah",14.7,6.1,92.6,54.0,Duchesne County, Utah
0500000US49015,"Emery County, Utah",16.3,7.3,92.7,72.8,Emery County, Utah
0500000US49017,"Garfield County, Utah",25.9,10.3,88.8,81.5,Garfield County, Utah
0500000US49019,"Grand County, Utah",28.6,7.3,88.3,79.9,Grand County, Utah
0500000US49021,"Iron County, Utah",29.8,7.6,92.3,60.6,Iron County, Utah
0500000US49023,"Juab County, Utah",16.0,5.6,96.5,80.1,Juab County, Utah
0500000US49025,"Kane County, Utah",29.9,10.3,97.0,9.1,Kane County, Utah
0500000US49027,"Millard County, Utah",20.6,7.6,86.9,68.6,Millard County, Utah
0500000US49029,"Morgan County, Utah",39.4,7.0,95.5,44.6,Morgan County, Utah
0500000US49031,"Piute County, Utah",20.2,6.9,95.8,73.3,Piute County, Utah
0500000US49033,"Rich County, Utah",23.0,8.0,92.4,96.9,Rich County, Utah
0500000US49035,"Salt Lake County, Utah",35.6,4.8,78.8,61.6,Salt Lake County, Utah
0500000US49037,"San Juan County, Utah",18.3,5.3,59.9,80.7,San Juan County, Utah
0500000US49039,"Sanpete County, Utah",20.9,5.4,89.0,65.2,Sanpete County, Utah
0500000US49041,"Sevier County, Utah",18.5,7.5,93.9,58.8,Sevier County, Utah
0500000US49043,"Summit County, Utah",55.0,4.5,85.4,66.3,Summit County, Utah
0500000US49045,"Tooele County, Utah",24.2,7.8,91.8,57.6,Tooele County, Utah
0500000US49047,"Uintah County, Utah",15.8,5.7,90.7,49.9,Uintah County, Utah
0500000US49049,"Utah County, Utah",40.8,3.6,84.9,62.1,Utah County, Utah
0500000US49051,"Wasatch County, Utah",39.9,4.7,87.6,52.1,Wasatch County, Utah
0500000US49053,"Washington County, Utah",28.1,8.8,90.3,58.9,Washington County, Utah
0500000US49055,"Wayne County, Utah",23.4,5.5,89.9,57.0,Wayne County, Utah
0500000US49057,"Weber County, Utah",24.5,7.7,86.0,58.5,Weber County, Utah
0500000US50001,"Addison County, Vermont",39.6,6.7,94.0,54.3,Addison County, Vermont
0500000US50003,"Bennington County, Vermont",36.2,8.1,95.4,38.1,Bennington County, Vermont
0500000US50005,"Caledonia County, Vermont",29.0,8.3,96.2,40.3,Caledonia County, Vermont
0500000US50007,"Chittenden County, Vermont",51.3,5.8,89.7,49.3,Chittenden County, Vermont
0500000US50009,"Essex County, Vermont",16.2,11.5,93.6,34.2,Essex County, Vermont
0500000US50011,"Franklin County, Vermont",24.1,7.5,96.4,32.9,Franklin County, Vermont
0500000US50013,"Grand Isle County, Vermont",39.8,8.2,94.7,24.4,Grand Isle County, Vermont
0500000US50015,"Lamoille County, Vermont",38.2,7.6,96.3,55.3,Lamoille County, Vermont
0500000US50017,"Orange County, Vermont",29.1,8.7,96.6,35.9,Orange County, Vermont
0500000US50019,"Orleans County, Vermont",21.5,8.7,94.6,40.3,Orleans County, Vermont
0500000US50021,"Rutland County, Vermont",30.8,7.3,95.5,34.9,Rutland County, Vermont
0500000US50023,"Washington County, Vermont",41.8,7.1,96.2,34.4,Washington County, Vermont
0500000US50025,"Windham County, Vermont",38.1,8.0,96.1,45.0,Windham County, Vermont
0500000US50027,"Windsor County, Vermont",38.2,8.3,95.8,48.6,Windsor County, Vermont
0500000US51001,"Accomack County, Virginia",19.5,10.2,88.5,75.8,Accomack County, Virginia
0500000US51003,"Albemarle County, Virginia",55.1,7.9,88.3,56.0,Albemarle County, Virginia
0500000US51005,"Alleghany County, Virginia",15.0,8.5,98.2,49.5,Alleghany County, Virginia
0500000US51007,"Amelia County, Virginia",17.1,9.6,96.2,38.9,Amelia County, Virginia
0500000US51009,"Amherst County, Virginia",19.1,10.0,97.2,46.1,Amherst County, Virginia
0500000US51011,"Appomattox County, Virginia",20.9,11.4,98.3,66.8,Appomattox County, Virginia
0500000US51013,"Arlington County, Virginia",75.3,6.5,70.3,50.9,Arlington County, Virginia
0500000US51015,"Augusta County, Virginia",22.7,9.3,96.6,56.1,Augusta County, Virginia
0500000US51017,"Bath County, Virginia",15.9,10.4,98.0,87.9,Bath County, Virginia
0500000US51019,"Bedford County, Virginia",29.2,10.6,95.6,47.1,Bedford County, Virginia
0500000US51021,"Bland County, Virginia",14.2,6.8,97.6,64.7,Bland County, Virginia
0500000US51023,"Botetourt County, Virginia",28.3,10.7,97.2,38.4,Botetourt County, Virginia
0500000US51025,"Brunswick County, Virginia",13.6,9.7,97.1,76.0,Brunswick County, Virginia
0500000US51027,"Buchanan County, Virginia",11.8,4.5,98.0,46.2,Buchanan County, Virginia
0500000US51029,"Buckingham County, Virginia",12.5,8.9,97.8,45.5,Buckingham County, Virginia
0500000US51031,"Campbell County, Virginia",22.5,9.2,97.0,58.3,Campbell County, Virginia
0500000US51033,"Caroline County, Virginia",19.9,12.2,94.3,47.9,Caroline County, Virginia
0500000US51035,"Carroll County, Virginia",15.0,7.8,97.5,60.7,Carroll County, Virginia
0500000US51036,"Charles City County, Virginia",14.7,9.5,96.9,67.2,Charles City County, Virginia
0500000US51037,"Charlotte County, Virginia",10.9,8.8,97.9,22.6,Charlotte County, Virginia
0500000US51041,"Chesterfield County, Virginia",40.5,9.7,88.1,48.6,Chesterfield County, Virginia
0500000US51043,"Clarke County, Virginia",32.2,9.6,93.9,48.8,Clarke County, Virginia
0500000US51045,"Craig County, Virginia",23.6,7.7,99.3,0.0,Craig County, Virginia
0500000US51047,"Culpeper County, Virginia",25.7,9.9,87.6,57.0,Culpeper County, Virginia
0500000US51049,"Cumberland County, Virginia",14.9,10.1,96.5,0.0,Cumberland County, Virginia
0500000US51051,"Dickenson County, Virginia",10.7,7.8,99.6,76.4,Dickenson County, Virginia
0500000US51053,"Dinwiddie County, Virginia",18.6,9.4,95.9,58.9,Dinwiddie County, Virginia
0500000US51057,"Essex County, Virginia",17.4,7.3,96.4,34.5,Essex County, Virginia
0500000US51059,"Fairfax County, Virginia",61.6,8.5,60.7,44.3,Fairfax County, Virginia
0500000US51061,"Fauquier County, Virginia",36.4,11.5,90.9,53.3,Fauquier County, Virginia
0500000US51063,"Floyd County, Virginia",22.1,6.8,97.4,50.2,Floyd County, Virginia
0500000US51065,"Fluvanna County, Virginia",33.9,10.8,95.2,42.7,Fluvanna County, Virginia
0500000US51067,"Franklin County, Virginia",21.9,9.1,96.7,52.3,Franklin County, Virginia
0500000US51069,"Frederick County, Virginia",28.3,9.8,90.3,61.8,Frederick County, Virginia
0500000US51071,"Giles County, Virginia",18.1,7.4,98.1,45.9,Giles County, Virginia
0500000US51073,"Gloucester County, Virginia",23.3,14.7,97.1,28.1,Gloucester County, Virginia
0500000US51075,"Goochland County, Virginia",41.8,8.1,95.0,31.9,Goochland County, Virginia
0500000US51077,"Grayson County, Virginia",13.7,7.5,94.9,65.1,Grayson County, Virginia
0500000US51079,"Greene County, Virginia",29.0,9.9,92.4,70.3,Greene County, Virginia
0500000US51081,"Greensville County, Virginia",9.2,8.9,96.1,70.2,Greensville County, Virginia
0500000US51083,"Halifax County, Virginia",15.4,9.0,95.5,58.4,Halifax County, Virginia
0500000US51085,"Hanover County, Virginia",39.8,8.9,95.6,43.0,Hanover County, Virginia
0500000US51087,"Henrico County, Virginia",43.7,7.1,84.6,52.6,Henrico County, Virginia
0500000US51089,"Henry County, Virginia",13.9,9.2,93.3,49.9,Henry County, Virginia
0500000US51091,"Highland County, Virginia",22.5,15.3,99.2,0.0,Highland County, Virginia
0500000US51093,"Isle of Wight County, Virginia",27.0,13.3,95.2,54.9,Isle of Wight County, Virginia
0500000US51095,"James City County, Virginia",50.4,16.2,92.0,39.8,James City County, Virginia
0500000US51097,"King and Queen County, Virginia",23.6,8.9,99.0,51.2,King and Queen County, Virginia
0500000US51099,"King George County, Virginia",36.0,17.6,95.0,39.6,King George County, Virginia
0500000US51101,"King William County, Virginia",21.0,8.8,97.4,28.3,King William County, Virginia
0500000US51103,"Lancaster County, Virginia",31.5,13.7,96.4,34.4,Lancaster County, Virginia
0500000US51105,"Lee County, Virginia",11.2,7.2,97.3,63.7,Lee County, Virginia
0500000US51107,"Loudoun County, Virginia",61.3,7.8,68.4,41.7,Loudoun County, Virginia
0500000US51109,"Louisa County, Virginia",24.1,11.4,95.2,46.5,Louisa County, Virginia
0500000US51111,"Lunenburg County, Virginia",11.3,10.8,95.2,57.3,Lunenburg County, Virginia
0500000US51113,"Madison County, Virginia",23.4,7.9,96.4,51.8,Madison County, Virginia
0500000US51115,"Mathews County, Virginia",27.9,14.7,97.2,1.5,Mathews County, Virginia
0500000US51117,"Mecklenburg County, Virginia",20.2,9.6,98.0,71.1,Mecklenburg County, Virginia
0500000US51119,"Middlesex County, Virginia",21.5,12.8,96.2,38.2,Middlesex County, Virginia
0500000US51121,"Montgomery County, Virginia",45.5,5.5,89.7,66.7,Montgomery County, Virginia
0500000US51125,"Nelson County, Virginia",30.4,10.0,95.7,61.8,Nelson County, Virginia
0500000US51127,"New Kent County, Virginia",26.9,11.3,95.8,33.7,New Kent County, Virginia
0500000US51131,"Northampton County, Virginia",22.6,11.1,90.4,46.2,Northampton County, Virginia
0500000US51133,"Northumberland County, Virginia",28.9,12.9,96.6,63.4,Northumberland County, Virginia
0500000US51135,"Nottoway County, Virginia",14.8,9.3,96.0,58.1,Nottoway County, Virginia
0500000US51137,"Orange County, Virginia",25.1,11.3,94.3,60.9,Orange County, Virginia
0500000US51139,"Page County, Virginia",13.7,9.0,97.7,43.0,Page County, Virginia
0500000US51141,"Patrick County, Virginia",15.2,7.4,95.8,33.6,Patrick County, Virginia
0500000US51143,"Pittsylvania County, Virginia",14.5,8.4,96.6,62.7,Pittsylvania County, Virginia
0500000US51145,"Powhatan County, Virginia",29.2,9.3,97.6,51.1,Powhatan County, Virginia
0500000US51147,"Prince Edward County, Virginia",26.8,6.6,93.3,81.4,Prince Edward County, Virginia
0500000US51149,"Prince George County, Virginia",23.6,16.6,92.2,35.6,Prince George County, Virginia
0500000US51153,"Prince William County, Virginia",41.1,12.8,66.3,46.7,Prince William County, Virginia
0500000US51155,"Pulaski County, Virginia",20.0,9.3,97.6,41.7,Pulaski County, Virginia
0500000US51157,"Rappahannock County, Virginia",35.8,10.3,94.7,60.4,Rappahannock County, Virginia
0500000US51159,"Richmond County, Virginia",17.7,9.0,91.5,57.3,Richmond County, Virginia
0500000US51161,"Roanoke County, Virginia",35.6,8.7,93.1,41.1,Roanoke County, Virginia
0500000US51163,"Rockbridge County, Virginia",26.7,9.2,96.7,37.8,Rockbridge County, Virginia
0500000US51165,"Rockingham County, Virginia",26.3,7.1,90.7,56.2,Rockingham County, Virginia
0500000US51167,"Russell County, Virginia",12.2,5.8,98.0,31.0,Russell County, Virginia
0500000US51169,"Scott County, Virginia",13.3,8.4,98.3,62.7,Scott County, Virginia
0500000US51171,"Shenandoah County, Virginia",20.5,9.9,92.6,57.9,Shenandoah County, Virginia
0500000US51173,"Smyth County, Virginia",14.6,8.7,97.4,86.0,Smyth County, Virginia
0500000US51175,"Southampton County, Virginia",18.4,12.9,98.4,44.7,Southampton County, Virginia
0500000US51177,"Spotsylvania County, Virginia",31.7,14.1,89.9,42.0,Spotsylvania County, Virginia
0500000US51179,"Stafford County, Virginia",39.9,19.4,85.6,42.0,Stafford County, Virginia
0500000US51181,"Surry County, Virginia",20.6,13.1,98.7,40.8,Surry County, Virginia
0500000US51183,"Sussex County, Virginia",12.7,10.2,95.3,56.3,Sussex County, Virginia
0500000US51185,"Tazewell County, Virginia",14.9,7.2,98.8,59.0,Tazewell County, Virginia
0500000US51187,"Warren County, Virginia",21.7,10.4,93.9,50.7,Warren County, Virginia
0500000US51191,"Washington County, Virginia",22.8,8.0,98.1,48.4,Washington County, Virginia
0500000US51193,"Westmoreland County, Virginia",19.2,14.2,94.1,68.5,Westmoreland County, Virginia
0500000US51195,"Wise County, Virginia",15.0,7.1,98.3,46.6,Wise County, Virginia
0500000US51197,"Wythe County, Virginia",19.0,9.7,98.6,35.7,Wythe County, Virginia
0500000US51199,"York County, Virginia",47.1,19.8,88.9,38.5,York County, Virginia
0500000US51510,"Alexandria city, Virginia",63.1,8.9,66.5,59.5,Alexandria city, Virginia
0500000US51520,"Bristol city, Virginia",25.4,9.1,97.5,30.9,Bristol city, Virginia
0500000US51530,"Buena Vista city, Virginia",15.9,8.1,97.3,64.7,Buena Vista city, Virginia
0500000US51540,"Charlottesville city, Virginia",54.9,4.2,84.3,59.8,Charlottesville city, Virginia
0500000US51550,"Chesapeake city, Virginia",33.2,15.4,91.7,39.4,Chesapeake city, Virginia
0500000US51570,"Colonial Heights city, Virginia",25.5,12.5,89.7,31.2,Colonial Heights city, Virginia
0500000US51580,"Covington city, Virginia",15.6,9.4,97.7,21.8,Covington city, Virginia
0500000US51590,"Danville city, Virginia",17.6,9.1,94.8,60.1,Danville city, Virginia
0500000US51595,"Emporia city, Virginia",13.8,5.0,93.5,64.7,Emporia city, Virginia
0500000US51600,"Fairfax city, Virginia",60.8,7.8,66.1,46.2,Fairfax city, Virginia
0500000US51610,"Falls Church city, Virginia",77.6,8.6,80.7,40.0,Falls Church city, Virginia
0500000US51620,"Franklin city, Virginia",19.1,9.5,97.3,23.4,Franklin city, Virginia
0500000US51630,"Fredericksburg city, Virginia",40.9,8.4,87.6,69.4,Fredericksburg city, Virginia
