id,Geographic Area Name,"Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations",Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations,Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations,"Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations","Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations",Estimate!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars),Percent!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,county_name,state
0500000US17203,"Woodford County, Illinois",39.3,16.7,22.2,9.5,12.3,39049.0,4.0,Woodford County, Illinois
0500000US18001,"Adams County, Indiana",24.1,15.5,19.0,14.0,27.4,31886.0,19.2,Adams County, Indiana
0500000US18003,"Allen County, Indiana",34.5,16.1,22.3,7.5,19.6,32353.0,8.6,Allen County, Indiana
0500000US18005,"Bartholomew County, Indiana",42.9,14.4,16.3,6.6,19.8,35540.0,8.6,Bartholomew County, Indiana
0500000US18007,"Benton County, Indiana",23.4,17.2,21.0,13.5,24.9,30149.0,9.4,Benton County, Indiana
0500000US18009,"Blackford County, Indiana",26.0,14.7,17.9,10.3,31.1,28761.0,5.5,Blackford County, Indiana
0500000US18011,"Boone County, Indiana",50.3,11.7,19.3,6.1,12.7,45946.0,4.5,Boone County, Indiana
0500000US18013,"Brown County, Indiana",34.8,15.5,25.5,13.4,10.8,31638.0,8.9,Brown County, Indiana
0500000US18015,"Carroll County, Indiana",27.4,14.8,15.9,14.1,27.9,34090.0,8.2,Carroll County, Indiana
0500000US18017,"Cass County, Indiana",24.0,16.8,17.3,10.2,31.8,30556.0,9.4,Cass County, Indiana
0500000US18019,"Clark County, Indiana",32.3,16.9,22.0,8.8,20.0,33880.0,7.2,Clark County, Indiana
0500000US18021,"Clay County, Indiana",26.8,18.1,17.3,11.5,26.3,32838.0,4.0,Clay County, Indiana
0500000US18023,"Clinton County, Indiana",24.1,15.4,17.1,12.1,31.3,30788.0,10.1,Clinton County, Indiana
0500000US18025,"Crawford County, Indiana",20.9,22.0,15.8,13.6,27.7,29245.0,6.7,Crawford County, Indiana
0500000US18027,"Daviess County, Indiana",26.1,15.9,18.2,17.0,22.8,31348.0,25.9,Daviess County, Indiana
0500000US18029,"Dearborn County, Indiana",32.2,15.2,22.3,11.1,19.2,35494.0,5.0,Dearborn County, Indiana
0500000US18031,"Decatur County, Indiana",30.4,14.8,15.7,10.2,28.9,35803.0,5.9,Decatur County, Indiana
0500000US18033,"DeKalb County, Indiana",27.8,13.0,17.2,10.3,31.7,32686.0,7.8,DeKalb County, Indiana
0500000US18035,"Delaware County, Indiana",33.3,21.3,22.0,7.7,15.7,23529.0,8.1,Delaware County, Indiana
0500000US18037,"Dubois County, Indiana",31.1,14.7,19.5,10.9,23.9,34894.0,4.8,Dubois County, Indiana
0500000US18039,"Elkhart County, Indiana",27.5,13.7,20.6,7.9,30.3,31799.0,14.6,Elkhart County, Indiana
0500000US18041,"Fayette County, Indiana",24.4,20.7,16.5,9.4,29.0,31604.0,9.7,Fayette County, Indiana
0500000US18043,"Floyd County, Indiana",37.5,14.9,22.9,9.2,15.5,36562.0,4.8,Floyd County, Indiana
0500000US18045,"Fountain County, Indiana",27.6,15.2,14.8,12.9,29.4,33688.0,7.9,Fountain County, Indiana
0500000US18047,"Franklin County, Indiana",29.6,17.1,18.9,12.1,22.3,35479.0,5.4,Franklin County, Indiana
0500000US18049,"Fulton County, Indiana",25.0,14.0,21.8,10.3,28.9,31362.0,10.5,Fulton County, Indiana
0500000US18051,"Gibson County, Indiana",27.5,14.3,17.4,13.3,27.5,32865.0,6.3,Gibson County, Indiana
0500000US18053,"Grant County, Indiana",28.9,19.7,20.6,6.9,23.9,25380.0,8.6,Grant County, Indiana
0500000US18055,"Greene County, Indiana",30.0,18.8,19.2,12.6,19.3,30732.0,7.9,Greene County, Indiana
0500000US18057,"Hamilton County, Indiana",54.9,11.3,22.8,4.3,6.7,50783.0,4.4,Hamilton County, Indiana
0500000US18059,"Hancock County, Indiana",39.4,13.8,23.4,11.3,12.1,41980.0,6.3,Hancock County, Indiana
0500000US18061,"Harrison County, Indiana",31.6,16.5,21.2,11.0,19.7,34530.0,6.5,Harrison County, Indiana
0500000US18063,"Hendricks County, Indiana",41.7,14.3,23.1,7.6,13.3,41635.0,6.1,Hendricks County, Indiana
0500000US18065,"Henry County, Indiana",29.3,18.8,20.7,10.1,21.0,31447.0,7.0,Henry County, Indiana
0500000US18067,"Howard County, Indiana",30.5,18.3,17.4,7.5,26.3,31848.0,7.1,Howard County, Indiana
0500000US18069,"Huntington County, Indiana",28.7,16.3,20.4,9.6,25.0,31546.0,7.8,Huntington County, Indiana
0500000US18071,"Jackson County, Indiana",28.3,15.9,19.8,9.9,26.0,32264.0,8.4,Jackson County, Indiana
0500000US18073,"Jasper County, Indiana",25.0,17.2,18.8,17.6,21.4,33714.0,6.6,Jasper County, Indiana
0500000US18075,"Jay County, Indiana",24.5,16.8,14.8,11.9,31.9,29744.0,8.9,Jay County, Indiana
0500000US18077,"Jefferson County, Indiana",30.2,15.7,17.8,10.2,26.2,31762.0,7.2,Jefferson County, Indiana
0500000US18079,"Jennings County, Indiana",23.4,18.3,18.2,12.4,27.6,32210.0,8.7,Jennings County, Indiana
0500000US18081,"Johnson County, Indiana",40.7,15.2,22.6,7.6,13.9,39951.0,6.9,Johnson County, Indiana
0500000US18083,"Knox County, Indiana",27.6,19.2,20.7,10.9,21.6,30068.0,7.7,Knox County, Indiana
0500000US18085,"Kosciusko County, Indiana",29.8,12.7,18.6,8.7,30.3,32671.0,10.0,Kosciusko County, Indiana
0500000US18087,"LaGrange County, Indiana",21.1,12.7,14.9,12.2,39.1,35173.0,40.9,LaGrange County, Indiana
0500000US18089,"Lake County, Indiana",30.4,18.8,22.3,9.5,19.0,34004.0,7.6,Lake County, Indiana
0500000US18091,"LaPorte County, Indiana",26.8,20.7,21.6,10.0,21.0,31276.0,7.7,LaPorte County, Indiana
0500000US18093,"Lawrence County, Indiana",27.3,17.2,21.1,11.2,23.2,30739.0,8.4,Lawrence County, Indiana
0500000US18095,"Madison County, Indiana",29.9,20.6,22.4,9.0,18.2,30175.0,8.2,Madison County, Indiana
0500000US18097,"Marion County, Indiana",35.7,16.8,22.9,7.3,17.3,31850.0,10.5,Marion County, Indiana
0500000US18099,"Marshall County, Indiana",24.9,14.2,19.5,11.3,30.1,31572.0,12.6,Marshall County, Indiana
0500000US18101,"Martin County, Indiana",29.8,14.6,14.1,11.3,30.2,32689.0,6.5,Martin County, Indiana
0500000US18103,"Miami County, Indiana",21.6,19.0,17.2,11.8,30.4,30500.0,8.6,Miami County, Indiana
0500000US18105,"Monroe County, Indiana",44.9,20.5,19.0,5.5,10.1,21825.0,6.9,Monroe County, Indiana
0500000US18107,"Montgomery County, Indiana",25.8,17.3,17.7,11.0,28.3,32046.0,8.4,Montgomery County, Indiana
0500000US18109,"Morgan County, Indiana",29.3,16.0,21.2,13.5,19.9,35479.0,7.0,Morgan County, Indiana
0500000US18111,"Newton County, Indiana",20.7,17.4,21.3,15.2,25.4,32441.0,6.9,Newton County, Indiana
0500000US18113,"Noble County, Indiana",23.8,13.8,15.9,9.6,36.9,32484.0,8.6,Noble County, Indiana
0500000US18115,"Ohio County, Indiana",26.2,21.6,18.6,9.7,23.9,36046.0,5.1,Ohio County, Indiana
0500000US18117,"Orange County, Indiana",24.2,20.1,18.1,12.0,25.6,29296.0,7.7,Orange County, Indiana
0500000US18119,"Owen County, Indiana",24.5,18.0,17.2,17.2,23.2,31036.0,10.9,Owen County, Indiana
0500000US18121,"Parke County, Indiana",22.9,19.1,19.0,14.2,24.9,30813.0,13.6,Parke County, Indiana
0500000US18123,"Perry County, Indiana",27.8,16.4,16.1,12.9,26.8,31662.0,4.2,Perry County, Indiana
0500000US18125,"Pike County, Indiana",24.3,18.7,14.0,14.3,28.7,32026.0,4.0,Pike County, Indiana
0500000US18127,"Porter County, Indiana",36.7,15.5,19.7,11.8,16.3,38856.0,5.8,Porter County, Indiana
0500000US18129,"Posey County, Indiana",31.4,17.1,21.3,9.3,20.9,37423.0,4.8,Posey County, Indiana
0500000US18131,"Pulaski County, Indiana",27.7,13.9,16.8,11.8,29.8,31974.0,7.3,Pulaski County, Indiana
0500000US18133,"Putnam County, Indiana",29.8,15.5,20.5,11.5,22.6,30140.0,5.9,Putnam County, Indiana
0500000US18135,"Randolph County, Indiana",28.1,16.7,17.5,12.6,25.0,30179.0,9.4,Randolph County, Indiana
0500000US18137,"Ripley County, Indiana",27.7,16.7,18.3,13.1,24.2,32316.0,8.2,Ripley County, Indiana
0500000US18139,"Rush County, Indiana",23.9,13.2,21.1,15.9,26.0,33574.0,9.8,Rush County, Indiana
0500000US18141,"St. Joseph County, Indiana",36.3,16.8,21.5,7.1,18.3,30869.0,8.2,St. Joseph County, Indiana
0500000US18143,"Scott County, Indiana",24.0,12.4,20.8,9.0,33.7,31560.0,8.5,Scott County, Indiana
0500000US18145,"Shelby County, Indiana",31.8,16.9,18.3,11.6,21.5,35247.0,6.9,Shelby County, Indiana
0500000US18147,"Spencer County, Indiana",29.8,13.0,17.7,13.6,26.0,35269.0,4.2,Spencer County, Indiana
0500000US18149,"Starke County, Indiana",25.1,14.9,19.6,12.2,28.2,30185.0,5.2,Starke County, Indiana
0500000US18151,"Steuben County, Indiana",27.6,15.0,21.2,8.5,27.7,31760.0,7.6,Steuben County, Indiana
0500000US18153,"Sullivan County, Indiana",26.6,19.9,17.8,14.9,20.8,30240.0,9.8,Sullivan County, Indiana
0500000US18155,"Switzerland County, Indiana",18.3,19.0,17.1,16.6,28.9,31360.0,10.9,Switzerland County, Indiana
0500000US18157,"Tippecanoe County, Indiana",40.2,17.7,18.1,6.8,17.3,25388.0,7.9,Tippecanoe County, Indiana
0500000US18159,"Tipton County, Indiana",35.6,13.3,14.6,13.5,23.0,38093.0,7.3,Tipton County, Indiana
0500000US18161,"Union County, Indiana",22.1,20.6,21.6,11.7,24.0,31338.0,9.6,Union County, Indiana
0500000US18163,"Vanderburgh County, Indiana",34.4,18.8,21.2,7.5,18.2,30901.0,7.7,Vanderburgh County, Indiana
0500000US18165,"Vermillion County, Indiana",26.7,16.2,18.4,11.7,27.0,32105.0,5.9,Vermillion County, Indiana
0500000US18167,"Vigo County, Indiana",33.2,20.9,20.0,6.9,18.9,25566.0,7.4,Vigo County, Indiana
0500000US18169,"Wabash County, Indiana",28.4,18.2,19.0,11.1,23.3,31145.0,8.0,Wabash County, Indiana
0500000US18171,"Warren County, Indiana",31.9,11.0,18.4,15.1,23.6,37071.0,5.4,Warren County, Indiana
0500000US18173,"Warrick County, Indiana",41.1,14.5,19.4,9.9,15.1,39677.0,4.7,Warrick County, Indiana
0500000US18175,"Washington County, Indiana",30.0,11.7,16.9,14.8,26.7,32336.0,8.8,Washington County, Indiana
0500000US18177,"Wayne County, Indiana",29.6,18.2,20.8,8.3,23.1,28992.0,11.9,Wayne County, Indiana
0500000US18179,"Wells County, Indiana",31.2,15.3,20.4,10.0,23.0,32469.0,6.3,Wells County, Indiana
0500000US18181,"White County, Indiana",27.5,13.4,18.5,13.2,27.4,31999.0,9.5,White County, Indiana
0500000US18183,"Whitley County, Indiana",28.9,14.7,18.7,12.5,25.2,37226.0,7.7,Whitley County, Indiana
0500000US19001,"Adair County, Iowa",33.0,13.3,19.1,15.7,18.9,35713.0,4.4,Adair County, Iowa
0500000US19003,"Adams County, Iowa",32.6,15.8,18.6,8.1,24.9,32616.0,5.8,Adams County, Iowa
0500000US19005,"Allamakee County, Iowa",28.8,14.8,19.2,18.1,19.1,31815.0,7.6,Allamakee County, Iowa
0500000US19007,"Appanoose County, Iowa",26.3,15.0,23.8,12.2,22.7,30273.0,7.8,Appanoose County, Iowa
0500000US19009,"Audubon County, Iowa",28.3,14.7,23.2,16.7,17.1,31192.0,5.2,Audubon County, Iowa
0500000US19011,"Benton County, Iowa",31.2,13.1,21.3,14.4,19.9,38165.0,2.2,Benton County, Iowa
0500000US19013,"Black Hawk County, Iowa",31.8,18.8,21.9,7.3,20.2,29893.0,5.0,Black Hawk County, Iowa
0500000US19015,"Boone County, Iowa",32.4,16.8,21.3,9.6,19.9,36079.0,2.8,Boone County, Iowa
0500000US19017,"Bremer County, Iowa",36.0,16.1,20.0,9.8,18.1,35056.0,2.6,Bremer County, Iowa
0500000US19019,"Buchanan County, Iowa",33.6,17.0,17.5,12.1,19.8,34790.0,5.1,Buchanan County, Iowa
0500000US19021,"Buena Vista County, Iowa",28.2,14.8,15.9,9.4,31.8,30404.0,8.9,Buena Vista County, Iowa
0500000US19023,"Butler County, Iowa",29.5,15.5,22.2,12.7,20.1,34341.0,3.3,Butler County, Iowa
0500000US19025,"Calhoun County, Iowa",33.8,16.5,20.8,14.6,14.3,29378.0,3.5,Calhoun County, Iowa
0500000US19027,"Carroll County, Iowa",33.1,15.8,22.3,8.7,20.1,35843.0,2.0,Carroll County, Iowa
0500000US19029,"Cass County, Iowa",29.2,16.1,22.9,13.1,18.6,31667.0,4.4,Cass County, Iowa
0500000US19031,"Cedar County, Iowa",32.8,14.5,21.5,13.9,17.4,39237.0,2.2,Cedar County, Iowa
0500000US19033,"Cerro Gordo County, Iowa",31.6,18.0,19.8,9.6,21.0,34227.0,4.9,Cerro Gordo County, Iowa
0500000US19035,"Cherokee County, Iowa",30.0,13.9,21.3,13.4,21.3,32225.0,4.1,Cherokee County, Iowa
0500000US19037,"Chickasaw County, Iowa",29.0,14.6,18.8,14.7,22.9,36164.0,6.0,Chickasaw County, Iowa
0500000US19039,"Clarke County, Iowa",32.8,13.8,15.9,11.9,25.5,32279.0,6.4,Clarke County, Iowa
0500000US19041,"Clay County, Iowa",31.5,14.0,22.8,11.3,20.6,32076.0,3.8,Clay County, Iowa
0500000US19043,"Clayton County, Iowa",28.1,16.8,17.1,12.9,25.2,30676.0,5.9,Clayton County, Iowa
0500000US19045,"Clinton County, Iowa",27.7,15.8,22.3,11.5,22.7,32212.0,3.7,Clinton County, Iowa
0500000US19047,"Crawford County, Iowa",25.2,13.9,13.2,11.9,35.9,32236.0,8.7,Crawford County, Iowa
0500000US19049,"Dallas County, Iowa",54.7,11.8,19.9,5.7,7.9,51266.0,3.1,Dallas County, Iowa
0500000US19051,"Davis County, Iowa",33.7,15.2,18.7,15.7,16.6,33841.0,26.4,Davis County, Iowa
0500000US19053,"Decatur County, Iowa",32.8,19.9,20.9,13.0,13.4,24816.0,9.3,Decatur County, Iowa
0500000US19055,"Delaware County, Iowa",33.7,14.2,18.1,11.1,23.0,33455.0,3.0,Delaware County, Iowa
0500000US19057,"Des Moines County, Iowa",30.0,17.4,21.2,8.6,22.8,31328.0,4.9,Des Moines County, Iowa
0500000US19059,"Dickinson County, Iowa",35.5,14.5,21.6,13.1,15.3,33213.0,4.1,Dickinson County, Iowa
0500000US19061,"Dubuque County, Iowa",37.0,16.9,21.9,7.7,16.5,33164.0,3.8,Dubuque County, Iowa
0500000US19063,"Emmet County, Iowa",32.5,15.7,16.4,12.5,22.9,30606.0,6.4,Emmet County, Iowa
0500000US19065,"Fayette County, Iowa",29.9,17.9,19.3,11.8,21.1,29095.0,5.0,Fayette County, Iowa
0500000US19067,"Floyd County, Iowa",35.1,14.9,19.5,10.3,20.1,31191.0,8.5,Floyd County, Iowa
0500000US19069,"Franklin County, Iowa",32.1,14.6,20.6,13.7,19.0,34116.0,5.9,Franklin County, Iowa
0500000US19071,"Fremont County, Iowa",34.0,17.7,18.7,10.9,18.6,35780.0,4.6,Fremont County, Iowa
0500000US19073,"Greene County, Iowa",37.6,14.3,17.4,10.5,20.3,31880.0,2.4,Greene County, Iowa
0500000US19075,"Grundy County, Iowa",37.3,14.0,20.5,11.8,16.4,40127.0,2.0,Grundy County, Iowa
0500000US19077,"Guthrie County, Iowa",33.1,15.4,22.2,15.5,13.8,35185.0,3.6,Guthrie County, Iowa
0500000US19079,"Hamilton County, Iowa",32.8,14.2,21.1,11.2,20.8,38107.0,3.0,Hamilton County, Iowa
0500000US19081,"Hancock County, Iowa",37.1,13.8,18.4,8.9,21.8,34801.0,3.5,Hancock County, Iowa
0500000US19083,"Hardin County, Iowa",33.4,16.0,18.3,13.7,18.6,32286.0,3.8,Hardin County, Iowa
0500000US19085,"Harrison County, Iowa",34.8,13.8,20.5,14.5,16.3,38493.0,3.9,Harrison County, Iowa
0500000US19087,"Henry County, Iowa",28.1,19.4,17.4,10.8,24.4,30560.0,3.2,Henry County, Iowa
0500000US19089,"Howard County, Iowa",30.9,14.4,16.7,14.3,23.6,32288.0,6.0,Howard County, Iowa
0500000US19091,"Humboldt County, Iowa",32.4,14.9,20.0,12.2,20.4,33419.0,3.8,Humboldt County, Iowa
0500000US19093,"Ida County, Iowa",34.6,13.9,20.1,12.5,18.9,34909.0,3.5,Ida County, Iowa
0500000US19095,"Iowa County, Iowa",31.5,16.7,19.8,14.6,17.4,36187.0,3.7,Iowa County, Iowa
0500000US19097,"Jackson County, Iowa",31.7,13.9,19.5,13.5,21.5,36473.0,4.4,Jackson County, Iowa
0500000US19099,"Jasper County, Iowa",28.3,16.9,23.8,10.6,20.5,33762.0,3.0,Jasper County, Iowa
0500000US19101,"Jefferson County, Iowa",35.2,19.9,16.8,8.3,19.8,26781.0,4.6,Jefferson County, Iowa
0500000US19103,"Johnson County, Iowa",47.6,18.3,17.8,5.6,10.7,30173.0,5.6,Johnson County, Iowa
0500000US19105,"Jones County, Iowa",31.4,16.3,20.3,10.0,21.9,33841.0,3.1,Jones County, Iowa
0500000US19107,"Keokuk County, Iowa",32.6,15.2,15.7,14.8,21.6,32758.0,2.8,Keokuk County, Iowa
0500000US19109,"Kossuth County, Iowa",31.8,15.6,19.9,12.9,19.8,34737.0,4.9,Kossuth County, Iowa
0500000US19111,"Lee County, Iowa",27.3,19.6,16.7,11.5,24.8,30502.0,3.8,Lee County, Iowa
0500000US19113,"Linn County, Iowa",38.8,15.3,22.4,8.2,15.3,37924.0,3.7,Linn County, Iowa
0500000US19115,"Louisa County, Iowa",25.4,15.1,18.2,13.6,27.8,32449.0,5.1,Louisa County, Iowa
0500000US19117,"Lucas County, Iowa",27.4,15.2,21.5,9.0,26.8,34916.0,5.2,Lucas County, Iowa
0500000US19119,"Lyon County, Iowa",37.9,15.5,20.1,12.2,14.3,35822.0,4.5,Lyon County, Iowa
0500000US19121,"Madison County, Iowa",37.4,14.3,19.3,13.9,15.1,39971.0,3.3,Madison County, Iowa
0500000US19123,"Mahaska County, Iowa",34.0,17.2,18.3,9.2,21.3,31314.0,4.4,Mahaska County, Iowa
0500000US19125,"Marion County, Iowa",36.1,15.5,19.0,7.7,21.7,34201.0,3.3,Marion County, Iowa
0500000US19127,"Marshall County, Iowa",26.9,16.5,18.6,11.0,26.9,32496.0,5.9,Marshall County, Iowa
0500000US19129,"Mills County, Iowa",33.1,17.2,21.2,11.9,16.6,38076.0,4.1,Mills County, Iowa
0500000US19131,"Mitchell County, Iowa",32.6,18.9,18.0,11.8,18.8,32458.0,6.0,Mitchell County, Iowa
0500000US19133,"Monona County, Iowa",26.8,18.2,23.8,16.2,15.0,31158.0,4.9,Monona County, Iowa
0500000US19135,"Monroe County, Iowa",31.0,17.9,16.9,14.8,19.4,38362.0,4.0,Monroe County, Iowa
0500000US19137,"Montgomery County, Iowa",31.8,16.3,21.8,10.1,20.1,30445.0,3.5,Montgomery County, Iowa
0500000US19139,"Muscatine County, Iowa",29.7,15.0,16.6,9.5,29.2,34889.0,3.8,Muscatine County, Iowa
0500000US19141,"O'Brien County, Iowa",28.5,17.4,18.0,12.5,23.6,32699.0,3.9,O'Brien County, Iowa
0500000US19143,"Osceola County, Iowa",32.3,14.5,17.3,16.3,19.7,33431.0,4.5,Osceola County, Iowa
0500000US19145,"Page County, Iowa",34.3,16.7,17.8,8.4,22.8,31649.0,4.4,Page County, Iowa
0500000US19147,"Palo Alto County, Iowa",35.5,16.6,20.5,10.5,16.9,31495.0,4.6,Palo Alto County, Iowa
0500000US19149,"Plymouth County, Iowa",32.8,16.2,21.3,12.7,16.9,40306.0,5.0,Plymouth County, Iowa
0500000US19151,"Pocahontas County, Iowa",30.1,15.1,17.8,15.6,21.4,33090.0,4.2,Pocahontas County, Iowa
0500000US19153,"Polk County, Iowa",40.9,16.2,23.0,7.6,12.2,38546.0,4.9,Polk County, Iowa
0500000US19155,"Pottawattamie County, Iowa",32.2,17.2,22.5,11.0,17.1,35058.0,5.8,Pottawattamie County, Iowa
0500000US19157,"Poweshiek County, Iowa",33.7,17.2,20.3,10.3,18.5,31167.0,5.7,Poweshiek County, Iowa
0500000US19159,"Ringgold County, Iowa",36.4,16.3,17.8,15.2,14.4,32579.0,4.1,Ringgold County, Iowa
0500000US19161,"Sac County, Iowa",30.3,18.3,20.1,11.8,19.5,32852.0,4.3,Sac County, Iowa
0500000US19163,"Scott County, Iowa",37.6,17.2,21.0,7.8,16.4,36619.0,4.5,Scott County, Iowa
0500000US19165,"Shelby County, Iowa",37.8,12.4,22.1,11.2,16.4,33288.0,5.0,Shelby County, Iowa
0500000US19167,"Sioux County, Iowa",38.8,14.4,18.3,12.9,15.7,31420.0,4.2,Sioux County, Iowa
0500000US19169,"Story County, Iowa",46.9,17.8,18.2,7.0,10.2,21597.0,4.5,Story County, Iowa
0500000US19171,"Tama County, Iowa",26.3,17.1,19.9,12.0,24.6,32096.0,6.6,Tama County, Iowa
0500000US19173,"Taylor County, Iowa",32.9,14.9,15.8,12.6,23.7,31637.0,7.6,Taylor County, Iowa
0500000US19175,"Union County, Iowa",30.2,16.2,20.2,5.6,27.8,30053.0,6.2,Union County, Iowa
0500000US19177,"Van Buren County, Iowa",30.4,14.4,18.6,14.0,22.7,29078.0,11.8,Van Buren County, Iowa
0500000US19179,"Wapello County, Iowa",26.5,17.6,18.6,10.2,27.0,31387.0,5.8,Wapello County, Iowa
0500000US19181,"Warren County, Iowa",41.1,14.0,22.7,10.2,11.9,43233.0,2.7,Warren County, Iowa
0500000US19183,"Washington County, Iowa",30.6,17.0,20.5,17.1,14.8,33600.0,7.8,Washington County, Iowa
0500000US19185,"Wayne County, Iowa",29.4,13.5,15.2,17.0,24.8,31479.0,11.2,Wayne County, Iowa
0500000US19187,"Webster County, Iowa",30.9,20.1,19.9,12.0,17.2,29450.0,5.5,Webster County, Iowa
0500000US19189,"Winnebago County, Iowa",31.2,14.9,16.4,10.4,27.2,31577.0,2.3,Winnebago County, Iowa
0500000US19191,"Winneshiek County, Iowa",34.3,16.3,19.4,12.2,17.7,28987.0,1.9,Winneshiek County, Iowa
0500000US19193,"Woodbury County, Iowa",30.8,16.1,21.9,10.1,21.0,32416.0,5.7,Woodbury County, Iowa
0500000US19195,"Worth County, Iowa",28.7,19.0,18.3,11.6,22.4,35864.0,4.2,Worth County, Iowa
0500000US19197,"Wright County, Iowa",30.8,14.8,17.9,12.8,23.7,36448.0,4.7,Wright County, Iowa
0500000US20001,"Allen County, Kansas",29.6,15.6,19.4,9.8,25.5,27749.0,5.1,Allen County, Kansas
0500000US20003,"Anderson County, Kansas",30.6,16.1,20.2,16.4,16.5,30980.0,11.0,Anderson County, Kansas
0500000US20005,"Atchison County, Kansas",32.3,19.0,23.4,10.7,14.6,23183.0,6.7,Atchison County, Kansas
0500000US20007,"Barber County, Kansas",31.9,18.0,14.1,16.7,19.4,29107.0,10.3,Barber County, Kansas
0500000US20009,"Barton County, Kansas",31.3,19.0,21.6,12.6,15.5,30948.0,11.7,Barton County, Kansas
0500000US20011,"Bourbon County, Kansas",29.3,17.5,22.3,10.8,20.2,27430.0,10.7,Bourbon County, Kansas
0500000US20013,"Brown County, Kansas",34.5,19.3,19.5,8.3,18.4,28013.0,7.2,Brown County, Kansas
0500000US20015,"Butler County, Kansas",40.1,15.2,21.4,10.4,12.9,37371.0,8.1,Butler County, Kansas
0500000US20017,"Chase County, Kansas",30.8,14.9,17.4,15.6,21.4,27432.0,10.4,Chase County, Kansas
0500000US20019,"Chautauqua County, Kansas",34.2,17.4,15.2,19.3,13.9,26563.0,12.8,Chautauqua County, Kansas
0500000US20021,"Cherokee County, Kansas",33.0,14.8,19.1,10.5,22.6,27982.0,11.5,Cherokee County, Kansas
0500000US20023,"Cheyenne County, Kansas",38.9,17.3,14.4,15.7,13.6,30417.0,8.7,Cheyenne County, Kansas
0500000US20025,"Clark County, Kansas",40.7,12.3,21.3,13.3,12.4,30263.0,5.1,Clark County, Kansas
0500000US20027,"Clay County, Kansas",35.0,13.6,21.2,18.0,12.2,30282.0,7.3,Clay County, Kansas
0500000US20029,"Cloud County, Kansas",37.3,16.8,18.0,12.2,15.7,28350.0,9.5,Cloud County, Kansas
0500000US20031,"Coffey County, Kansas",33.0,18.0,18.0,16.4,14.6,36133.0,7.9,Coffey County, Kansas
0500000US20033,"Comanche County, Kansas",35.8,11.5,23.2,19.5,10.1,33281.0,8.9,Comanche County, Kansas
0500000US20035,"Cowley County, Kansas",29.7,20.5,17.9,11.3,20.7,30179.0,9.3,Cowley County, Kansas
0500000US20037,"Crawford County, Kansas",36.4,19.2,18.7,9.4,16.4,25789.0,10.0,Crawford County, Kansas
0500000US20039,"Decatur County, Kansas",32.0,17.4,18.5,16.7,15.4,31655.0,10.1,Decatur County, Kansas
0500000US20041,"Dickinson County, Kansas",31.6,18.6,21.3,12.5,16.0,27994.0,7.7,Dickinson County, Kansas
0500000US20043,"Doniphan County, Kansas",29.2,20.9,18.8,11.5,19.5,26750.0,9.3,Doniphan County, Kansas
