id,Geographic Area Name,"Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Management, business, science, and arts occupations",Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Service occupations,Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Sales and office occupations,"Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Natural resources, construction, and maintenance occupations","Percent!!OCCUPATION!!Civilian employed population 16 years and over!!Production, transportation, and material moving occupations",Estimate!!INCOME AND BENEFITS (IN 2019 INFLATION-ADJUSTED DOLLARS)!!Median earnings for workers (dollars),Percent!!HEALTH INSURANCE COVERAGE!!Civilian noninstitutionalized population!!No health insurance coverage,county_name,state
0500000US28039,"George County, Mississippi",29.8,16.1,16.5,19.3,18.3,29923.0,17.9,George County, Mississippi
0500000US28041,"Greene County, Mississippi",35.5,13.4,20.0,12.2,18.9,26003.0,15.9,Greene County, Mississippi
0500000US28043,"Grenada County, Mississippi",38.2,13.5,24.3,8.5,15.5,30478.0,11.7,Grenada County, Mississippi
0500000US28045,"Hancock County, Mississippi",36.4,17.4,20.8,13.2,12.1,30272.0,12.9,Hancock County, Mississippi
0500000US28047,"Harrison County, Mississippi",31.2,23.6,21.6,11.1,12.5,28584.0,15.2,Harrison County, Mississippi
0500000US28049,"Hinds County, Mississippi",32.9,22.1,21.5,7.5,16.0,27637.0,12.4,Hinds County, Mississippi
0500000US28051,"Holmes County, Mississippi",26.5,20.2,15.0,9.7,28.6,21792.0,16.1,Holmes County, Mississippi
0500000US28053,"Humphreys County, Mississippi",21.7,20.3,17.3,13.8,26.9,21550.0,16.3,Humphreys County, Mississippi
0500000US28055,"Issaquena County, Mississippi",12.4,27.3,17.1,11.7,31.4,24583.0,11.7,Issaquena County, Mississippi
0500000US28057,"Itawamba County, Mississippi",23.1,19.1,19.5,10.2,28.0,28750.0,10.2,Itawamba County, Mississippi
0500000US28059,"Jackson County, Mississippi",33.0,19.3,20.3,12.5,14.9,31664.0,13.6,Jackson County, Mississippi
0500000US28061,"Jasper County, Mississippi",25.5,18.2,14.7,13.7,27.8,30187.0,13.1,Jasper County, Mississippi
0500000US28063,"Jefferson County, Mississippi",38.9,29.3,9.0,4.4,18.3,22486.0,15.9,Jefferson County, Mississippi
0500000US28065,"Jefferson Davis County, Mississippi",20.5,17.5,21.2,15.3,25.4,24725.0,14.2,Jefferson Davis County, Mississippi
0500000US28067,"Jones County, Mississippi",30.0,16.1,21.0,12.6,20.2,30465.0,11.4,Jones County, Mississippi
0500000US28069,"Kemper County, Mississippi",23.6,20.6,10.5,13.3,32.0,19068.0,11.9,Kemper County, Mississippi
0500000US28071,"Lafayette County, Mississippi",43.5,19.9,20.7,5.7,10.2,23532.0,8.6,Lafayette County, Mississippi
0500000US28073,"Lamar County, Mississippi",41.0,13.9,25.6,8.6,10.9,32723.0,13.2,Lamar County, Mississippi
0500000US28075,"Lauderdale County, Mississippi",35.9,17.5,22.6,10.0,14.1,27700.0,10.8,Lauderdale County, Mississippi
0500000US28077,"Lawrence County, Mississippi",31.4,17.5,12.7,16.4,22.0,33803.0,12.1,Lawrence County, Mississippi
0500000US28079,"Leake County, Mississippi",21.8,20.6,19.3,15.2,23.1,27239.0,15.1,Leake County, Mississippi
0500000US28081,"Lee County, Mississippi",31.2,16.3,22.0,8.4,22.0,30976.0,11.4,Lee County, Mississippi
0500000US28083,"Leflore County, Mississippi",26.7,20.1,23.8,7.3,22.1,26085.0,14.5,Leflore County, Mississippi
0500000US28085,"Lincoln County, Mississippi",32.6,15.8,21.8,10.2,19.6,31635.0,14.3,Lincoln County, Mississippi
0500000US28087,"Lowndes County, Mississippi",30.4,17.3,20.1,11.1,21.1,32584.0,12.0,Lowndes County, Mississippi
0500000US28089,"Madison County, Mississippi",47.8,12.4,21.3,5.7,12.7,40050.0,6.9,Madison County, Mississippi
0500000US28091,"Marion County, Mississippi",27.0,15.7,20.8,19.9,16.6,25975.0,15.3,Marion County, Mississippi
0500000US28093,"Marshall County, Mississippi",23.2,14.9,21.9,11.7,28.3,30815.0,13.1,Marshall County, Mississippi
0500000US28095,"Monroe County, Mississippi",27.4,15.5,18.1,8.8,30.2,31262.0,10.2,Monroe County, Mississippi
0500000US28097,"Montgomery County, Mississippi",26.7,16.1,16.9,11.1,29.2,29150.0,9.3,Montgomery County, Mississippi
0500000US28099,"Neshoba County, Mississippi",30.1,24.4,21.5,10.6,13.3,26602.0,12.1,Neshoba County, Mississippi
0500000US28101,"Newton County, Mississippi",29.3,12.1,20.4,12.8,25.4,29281.0,11.3,Newton County, Mississippi
0500000US28103,"Noxubee County, Mississippi",21.1,21.2,14.9,14.9,27.9,24547.0,15.0,Noxubee County, Mississippi
0500000US28105,"Oktibbeha County, Mississippi",45.5,18.5,19.7,6.6,9.7,19380.0,9.4,Oktibbeha County, Mississippi
0500000US28107,"Panola County, Mississippi",29.4,14.6,19.5,10.4,26.0,27251.0,13.0,Panola County, Mississippi
0500000US28109,"Pearl River County, Mississippi",31.7,15.9,21.1,14.3,16.9,30364.0,14.2,Pearl River County, Mississippi
0500000US28111,"Perry County, Mississippi",25.3,19.3,16.2,13.5,25.7,27457.0,13.9,Perry County, Mississippi
0500000US28113,"Pike County, Mississippi",22.5,19.7,20.3,9.6,27.9,25148.0,13.8,Pike County, Mississippi
0500000US28115,"Pontotoc County, Mississippi",25.4,13.9,19.3,9.3,32.1,29101.0,15.8,Pontotoc County, Mississippi
0500000US28117,"Prentiss County, Mississippi",22.6,19.7,18.8,10.1,28.7,26391.0,12.0,Prentiss County, Mississippi
0500000US28119,"Quitman County, Mississippi",25.3,23.0,20.1,9.1,22.6,22307.0,17.4,Quitman County, Mississippi
0500000US28121,"Rankin County, Mississippi",38.9,15.8,23.9,10.9,10.5,36889.0,9.3,Rankin County, Mississippi
0500000US28123,"Scott County, Mississippi",21.6,16.7,18.2,16.9,26.6,25244.0,17.1,Scott County, Mississippi
0500000US28125,"Sharkey County, Mississippi",34.9,25.6,18.2,7.0,14.3,26485.0,17.8,Sharkey County, Mississippi
0500000US28127,"Simpson County, Mississippi",31.7,17.6,19.4,14.0,17.4,27324.0,14.1,Simpson County, Mississippi
0500000US28129,"Smith County, Mississippi",28.9,15.0,18.2,14.9,23.0,31183.0,14.0,Smith County, Mississippi
0500000US28131,"Stone County, Mississippi",25.3,20.9,17.7,17.6,18.5,24491.0,12.3,Stone County, Mississippi
0500000US28133,"Sunflower County, Mississippi",29.3,21.5,19.4,9.8,20.0,22882.0,14.4,Sunflower County, Mississippi
0500000US28135,"Tallahatchie County, Mississippi",30.1,23.0,13.2,12.9,20.7,27961.0,12.3,Tallahatchie County, Mississippi
0500000US28137,"Tate County, Mississippi",27.6,15.4,23.0,14.5,19.5,30336.0,12.2,Tate County, Mississippi
0500000US28139,"Tippah County, Mississippi",25.3,11.3,20.5,10.7,32.2,30226.0,12.3,Tippah County, Mississippi
0500000US28141,"Tishomingo County, Mississippi",25.1,15.5,22.0,11.4,26.0,26867.0,13.7,Tishomingo County, Mississippi
0500000US28143,"Tunica County, Mississippi",21.1,38.9,17.9,7.0,15.1,22881.0,15.1,Tunica County, Mississippi
0500000US28145,"Union County, Mississippi",26.2,13.4,24.1,8.8,27.6,29818.0,10.8,Union County, Mississippi
0500000US28147,"Walthall County, Mississippi",32.5,14.1,18.5,16.1,18.8,29202.0,16.3,Walthall County, Mississippi
0500000US28149,"Warren County, Mississippi",33.0,21.8,18.6,10.2,16.4,27426.0,11.9,Warren County, Mississippi
0500000US28151,"Washington County, Mississippi",29.7,20.2,23.1,9.3,17.7,26279.0,15.7,Washington County, Mississippi
0500000US28153,"Wayne County, Mississippi",29.2,12.3,22.1,13.9,22.4,30125.0,9.2,Wayne County, Mississippi
0500000US28155,"Webster County, Mississippi",29.1,16.7,24.0,12.8,17.4,30318.0,10.5,Webster County, Mississippi
0500000US28157,"Wilkinson County, Mississippi",25.1,25.0,20.9,16.5,12.5,23467.0,13.3,Wilkinson County, Mississippi
0500000US28159,"Winston County, Mississippi",23.4,21.9,18.3,11.2,25.2,25090.0,13.1,Winston County, Mississippi
0500000US28161,"Yalobusha County, Mississippi",22.7,17.3,18.4,13.1,28.6,26640.0,12.5,Yalobusha County, Mississippi
0500000US28163,"Yazoo County, Mississippi",27.4,22.7,16.8,10.2,22.9,22781.0,12.8,Yazoo County, Mississippi
0500000US29001,"Adair County, Missouri",36.7,17.2,21.9,10.2,14.0,21224.0,7.9,Adair County, Missouri
0500000US29003,"Andrew County, Missouri",34.3,13.7,22.4,10.4,19.2,35301.0,5.7,Andrew County, Missouri
0500000US29005,"Atchison County, Missouri",32.2,21.4,17.3,12.1,17.1,30569.0,9.5,Atchison County, Missouri
0500000US29007,"Audrain County, Missouri",26.6,20.5,17.8,11.0,24.1,26983.0,10.8,Audrain County, Missouri
0500000US29009,"Barry County, Missouri",28.0,16.6,17.4,12.6,25.4,27813.0,14.3,Barry County, Missouri
0500000US29011,"Barton County, Missouri",34.2,12.2,23.1,12.2,18.4,28372.0,11.0,Barton County, Missouri
0500000US29013,"Bates County, Missouri",26.9,18.5,18.0,16.9,19.6,30397.0,9.3,Bates County, Missouri
0500000US29015,"Benton County, Missouri",29.8,21.2,19.7,10.7,18.5,24347.0,11.8,Benton County, Missouri
0500000US29017,"Bollinger County, Missouri",25.6,16.3,19.0,18.2,20.8,27257.0,11.6,Bollinger County, Missouri
0500000US29019,"Boone County, Missouri",45.7,17.2,21.6,6.8,8.8,29911.0,7.0,Boone County, Missouri
0500000US29021,"Buchanan County, Missouri",29.2,17.7,21.0,8.7,23.4,29980.0,10.3,Buchanan County, Missouri
0500000US29023,"Butler County, Missouri",26.1,16.5,25.3,10.6,21.5,23840.0,11.9,Butler County, Missouri
0500000US29025,"Caldwell County, Missouri",28.4,16.3,20.1,14.4,20.8,29675.0,9.4,Caldwell County, Missouri
0500000US29027,"Callaway County, Missouri",32.9,18.8,22.0,10.2,16.0,31064.0,9.1,Callaway County, Missouri
0500000US29029,"Camden County, Missouri",26.8,21.8,26.1,11.8,13.4,25464.0,13.1,Camden County, Missouri
0500000US29031,"Cape Girardeau County, Missouri",36.2,18.4,22.3,8.8,14.3,28872.0,7.9,Cape Girardeau County, Missouri
0500000US29033,"Carroll County, Missouri",31.5,18.0,16.0,16.0,18.6,28670.0,11.5,Carroll County, Missouri
0500000US29035,"Carter County, Missouri",30.5,15.8,20.7,14.9,18.1,26986.0,16.0,Carter County, Missouri
0500000US29037,"Cass County, Missouri",35.8,16.5,22.0,11.5,14.3,37968.0,7.3,Cass County, Missouri
0500000US29039,"Cedar County, Missouri",33.3,16.8,19.1,14.4,16.4,25308.0,15.7,Cedar County, Missouri
0500000US29041,"Chariton County, Missouri",32.3,15.6,17.5,15.9,18.7,28104.0,7.8,Chariton County, Missouri
0500000US29043,"Christian County, Missouri",36.1,17.5,24.7,9.0,12.7,32121.0,8.3,Christian County, Missouri
0500000US29045,"Clark County, Missouri",25.5,14.1,17.7,12.6,29.9,27128.0,14.1,Clark County, Missouri
0500000US29047,"Clay County, Missouri",38.2,15.7,23.5,7.4,15.3,38721.0,7.5,Clay County, Missouri
0500000US29049,"Clinton County, Missouri",31.8,14.8,21.2,14.4,17.8,38011.0,7.2,Clinton County, Missouri
0500000US29051,"Cole County, Missouri",39.6,15.8,22.7,8.1,13.8,34672.0,8.2,Cole County, Missouri
0500000US29053,"Cooper County, Missouri",33.7,19.8,20.1,13.2,13.2,31276.0,9.9,Cooper County, Missouri
0500000US29055,"Crawford County, Missouri",26.3,22.3,18.7,12.2,20.6,27397.0,16.5,Crawford County, Missouri
0500000US29057,"Dade County, Missouri",24.4,15.0,20.0,16.4,24.1,23662.0,13.6,Dade County, Missouri
0500000US29059,"Dallas County, Missouri",27.6,17.6,20.9,11.8,22.1,30047.0,15.7,Dallas County, Missouri
0500000US29061,"Daviess County, Missouri",31.4,15.7,20.8,14.6,17.5,28496.0,16.7,Daviess County, Missouri
0500000US29063,"DeKalb County, Missouri",29.9,17.3,18.1,13.6,21.2,32136.0,7.4,DeKalb County, Missouri
0500000US29065,"Dent County, Missouri",30.3,21.4,16.0,12.2,20.2,28694.0,14.6,Dent County, Missouri
0500000US29067,"Douglas County, Missouri",21.9,19.4,18.9,15.9,23.9,26111.0,15.5,Douglas County, Missouri
0500000US29069,"Dunklin County, Missouri",28.0,23.1,18.6,10.1,20.2,25806.0,15.6,Dunklin County, Missouri
0500000US29071,"Franklin County, Missouri",31.0,15.7,19.8,13.1,20.5,33321.0,8.0,Franklin County, Missouri
0500000US29073,"Gasconade County, Missouri",28.5,16.0,18.4,14.3,22.7,29207.0,6.8,Gasconade County, Missouri
0500000US29075,"Gentry County, Missouri",34.8,17.7,16.5,12.9,18.2,28479.0,10.6,Gentry County, Missouri
0500000US29077,"Greene County, Missouri",36.5,18.8,24.2,7.8,12.8,29591.0,10.7,Greene County, Missouri
0500000US29079,"Grundy County, Missouri",31.1,19.7,16.5,11.7,21.1,30090.0,17.8,Grundy County, Missouri
0500000US29081,"Harrison County, Missouri",32.1,14.9,21.4,13.5,18.1,26844.0,12.4,Harrison County, Missouri
0500000US29083,"Henry County, Missouri",29.5,17.8,20.4,12.6,19.7,30290.0,11.5,Henry County, Missouri
0500000US29085,"Hickory County, Missouri",23.2,23.2,17.2,18.6,17.8,21467.0,15.5,Hickory County, Missouri
0500000US29087,"Holt County, Missouri",29.3,16.6,22.6,11.8,19.8,31766.0,8.5,Holt County, Missouri
0500000US29089,"Howard County, Missouri",36.8,20.2,16.7,10.8,15.6,28660.0,7.8,Howard County, Missouri
0500000US29091,"Howell County, Missouri",32.2,19.3,20.6,11.2,16.7,27435.0,13.8,Howell County, Missouri
0500000US29093,"Iron County, Missouri",20.4,25.4,21.9,14.7,17.7,22467.0,11.3,Iron County, Missouri
0500000US29095,"Jackson County, Missouri",37.4,17.2,23.0,8.1,14.3,35357.0,11.2,Jackson County, Missouri
0500000US29097,"Jasper County, Missouri",31.0,18.0,22.9,8.9,19.2,28381.0,13.1,Jasper County, Missouri
0500000US29099,"Jefferson County, Missouri",33.1,17.2,22.5,12.9,14.4,36295.0,8.1,Jefferson County, Missouri
0500000US29101,"Johnson County, Missouri",32.2,21.9,19.9,8.6,17.4,25656.0,9.2,Johnson County, Missouri
0500000US29103,"Knox County, Missouri",25.7,17.2,23.4,16.3,17.4,22460.0,20.8,Knox County, Missouri
0500000US29105,"Laclede County, Missouri",29.0,15.2,18.9,8.8,28.1,30363.0,10.8,Laclede County, Missouri
0500000US29107,"Lafayette County, Missouri",28.7,16.4,21.4,16.4,17.0,32165.0,8.5,Lafayette County, Missouri
0500000US29109,"Lawrence County, Missouri",27.1,18.4,21.8,9.5,23.1,27060.0,13.5,Lawrence County, Missouri
0500000US29111,"Lewis County, Missouri",21.9,19.3,21.1,11.6,26.2,28386.0,9.8,Lewis County, Missouri
0500000US29113,"Lincoln County, Missouri",29.2,15.9,19.2,14.1,21.5,35565.0,7.8,Lincoln County, Missouri
0500000US29115,"Linn County, Missouri",27.5,19.6,22.4,12.1,18.4,30612.0,10.6,Linn County, Missouri
0500000US29117,"Livingston County, Missouri",33.2,20.5,20.5,9.7,16.1,30663.0,11.1,Livingston County, Missouri
0500000US29119,"McDonald County, Missouri",21.8,17.9,19.0,13.0,28.3,27050.0,18.7,McDonald County, Missouri
0500000US29121,"Macon County, Missouri",30.0,13.9,20.4,13.7,22.0,27250.0,10.7,Macon County, Missouri
0500000US29123,"Madison County, Missouri",24.1,19.4,21.0,17.0,18.5,27631.0,10.8,Madison County, Missouri
0500000US29125,"Maries County, Missouri",30.1,14.6,17.3,14.7,23.3,30620.0,12.5,Maries County, Missouri
0500000US29127,"Marion County, Missouri",30.5,19.4,21.6,11.7,16.9,28450.0,8.2,Marion County, Missouri
0500000US29129,"Mercer County, Missouri",35.9,12.8,15.6,13.4,22.3,28980.0,16.0,Mercer County, Missouri
0500000US29131,"Miller County, Missouri",28.6,22.3,22.1,12.8,14.2,29023.0,10.3,Miller County, Missouri
0500000US29133,"Mississippi County, Missouri",23.2,23.6,21.3,14.4,17.6,25443.0,14.8,Mississippi County, Missouri
0500000US29135,"Moniteau County, Missouri",33.5,13.0,22.0,13.8,17.7,32267.0,14.9,Moniteau County, Missouri
0500000US29137,"Monroe County, Missouri",24.7,19.9,20.7,11.5,23.1,29679.0,9.5,Monroe County, Missouri
0500000US29139,"Montgomery County, Missouri",25.2,18.7,17.1,16.7,22.4,32092.0,9.2,Montgomery County, Missouri
0500000US29141,"Morgan County, Missouri",23.0,16.7,24.6,11.8,23.9,25238.0,20.9,Morgan County, Missouri
0500000US29143,"New Madrid County, Missouri",23.5,23.8,16.1,11.2,25.5,29906.0,15.1,New Madrid County, Missouri
0500000US29145,"Newton County, Missouri",28.6,16.1,22.8,10.9,21.6,29827.0,12.6,Newton County, Missouri
0500000US29147,"Nodaway County, Missouri",34.4,21.4,19.4,8.5,16.4,20734.0,9.2,Nodaway County, Missouri
0500000US29149,"Oregon County, Missouri",25.1,20.6,18.3,11.4,24.6,22866.0,17.1,Oregon County, Missouri
0500000US29151,"Osage County, Missouri",31.7,13.6,21.5,13.1,20.1,33767.0,4.7,Osage County, Missouri
0500000US29153,"Ozark County, Missouri",28.1,13.7,18.8,17.0,22.3,22350.0,14.9,Ozark County, Missouri
0500000US29155,"Pemiscot County, Missouri",25.1,22.8,18.5,8.1,25.5,25389.0,12.9,Pemiscot County, Missouri
0500000US29157,"Perry County, Missouri",30.3,14.7,18.5,11.2,25.3,31491.0,6.3,Perry County, Missouri
0500000US29159,"Pettis County, Missouri",27.9,18.0,19.3,9.9,24.8,26512.0,14.0,Pettis County, Missouri
0500000US29161,"Phelps County, Missouri",41.4,19.9,18.2,7.2,13.3,25463.0,7.9,Phelps County, Missouri
0500000US29163,"Pike County, Missouri",26.8,15.6,20.5,15.6,21.6,28442.0,9.1,Pike County, Missouri
0500000US29165,"Platte County, Missouri",45.7,14.1,21.5,6.6,12.1,42498.0,5.8,Platte County, Missouri
0500000US29167,"Polk County, Missouri",34.7,17.7,19.6,11.9,16.1,23124.0,13.3,Polk County, Missouri
0500000US29169,"Pulaski County, Missouri",31.8,24.6,21.3,7.2,15.1,25109.0,10.6,Pulaski County, Missouri
0500000US29171,"Putnam County, Missouri",27.2,14.7,20.0,16.0,22.1,29657.0,15.7,Putnam County, Missouri
0500000US29173,"Ralls County, Missouri",28.7,16.2,21.5,11.6,22.1,31367.0,8.3,Ralls County, Missouri
0500000US29175,"Randolph County, Missouri",27.8,18.2,24.7,8.8,20.4,30608.0,9.6,Randolph County, Missouri
0500000US29177,"Ray County, Missouri",24.9,18.2,18.5,12.0,26.4,32784.0,10.3,Ray County, Missouri
0500000US29179,"Reynolds County, Missouri",24.3,20.5,13.2,16.8,25.2,25659.0,11.3,Reynolds County, Missouri
0500000US29181,"Ripley County, Missouri",26.1,20.6,18.8,11.3,23.3,20856.0,14.5,Ripley County, Missouri
0500000US29183,"St. Charles County, Missouri",43.5,14.5,24.2,7.7,10.1,42767.0,4.5,St. Charles County, Missouri
0500000US29185,"St. Clair County, Missouri",29.0,18.8,18.3,15.5,18.5,25126.0,12.4,St. Clair County, Missouri
0500000US29186,"Ste. Genevieve County, Missouri",29.8,17.8,19.1,15.6,17.8,34288.0,4.9,Ste. Genevieve County, Missouri
0500000US29187,"St. Francois County, Missouri",28.0,22.7,19.8,11.6,17.9,27424.0,9.0,St. Francois County, Missouri
0500000US29189,"St. Louis County, Missouri",45.3,15.5,23.6,5.3,10.4,38825.0,6.1,St. Louis County, Missouri
0500000US29195,"Saline County, Missouri",32.1,17.8,18.3,10.2,21.6,26951.0,8.6,Saline County, Missouri
0500000US29197,"Schuyler County, Missouri",22.2,19.9,21.0,13.9,23.1,25850.0,15.1,Schuyler County, Missouri
0500000US29199,"Scotland County, Missouri",36.3,10.6,17.7,20.6,14.8,30870.0,33.5,Scotland County, Missouri
0500000US29201,"Scott County, Missouri",29.1,18.3,23.7,9.3,19.6,28134.0,11.0,Scott County, Missouri
0500000US29203,"Shannon County, Missouri",28.0,13.3,15.3,17.5,25.9,21645.0,18.8,Shannon County, Missouri
0500000US29205,"Shelby County, Missouri",29.5,18.7,18.9,14.4,18.5,26840.0,11.1,Shelby County, Missouri
0500000US29207,"Stoddard County, Missouri",29.1,17.2,19.8,13.3,20.6,27497.0,11.2,Stoddard County, Missouri
0500000US29209,"Stone County, Missouri",27.0,19.2,24.0,15.9,14.0,25615.0,9.2,Stone County, Missouri
0500000US29211,"Sullivan County, Missouri",27.0,13.3,15.6,14.0,30.2,30559.0,12.1,Sullivan County, Missouri
0500000US29213,"Taney County, Missouri",30.4,23.1,28.6,7.6,10.2,23679.0,15.8,Taney County, Missouri
0500000US29215,"Texas County, Missouri",27.3,20.4,18.6,15.3,18.3,25149.0,16.1,Texas County, Missouri
0500000US29217,"Vernon County, Missouri",36.0,15.0,20.5,11.6,16.8,28606.0,14.5,Vernon County, Missouri
0500000US29219,"Warren County, Missouri",27.2,15.6,22.7,15.9,18.6,33705.0,7.2,Warren County, Missouri
0500000US29221,"Washington County, Missouri",25.7,19.9,19.0,13.5,21.9,26629.0,12.4,Washington County, Missouri
0500000US29223,"Wayne County, Missouri",25.9,22.6,17.8,9.0,24.6,23387.0,14.0,Wayne County, Missouri
0500000US29225,"Webster County, Missouri",27.0,14.4,22.1,14.4,22.1,30429.0,13.8,Webster County, Missouri
0500000US29227,"Worth County, Missouri",30.7,18.5,19.3,17.2,14.3,28073.0,6.0,Worth County, Missouri
0500000US29229,"Wright County, Missouri",21.5,21.8,19.5,13.4,23.7,21743.0,19.1,Wright County, Missouri
0500000US29510,"St. Louis city, Missouri",43.0,21.4,19.2,4.8,11.6,32217.0,10.8,St. Louis city, Missouri
0500000US30001,"Beaverhead County, Montana",35.9,17.6,20.1,16.7,9.7,22734.0,8.1,Beaverhead County, Montana
0500000US30003,"Big Horn County, Montana",34.4,23.8,20.3,15.2,6.2,28004.0,32.3,Big Horn County, Montana
0500000US30005,"Blaine County, Montana",41.5,13.0,23.6,14.5,7.4,25109.0,15.1,Blaine County, Montana
0500000US30007,"Broadwater County, Montana",37.2,16.7,16.2,14.2,15.7,32265.0,7.2,Broadwater County, Montana
0500000US30009,"Carbon County, Montana",39.2,18.4,18.0,15.6,8.8,30808.0,6.9,Carbon County, Montana
0500000US30011,"Carter County, Montana",50.7,13.3,13.7,15.1,7.2,30583.0,20.4,Carter County, Montana
0500000US30013,"Cascade County, Montana",35.4,19.4,23.4,11.0,10.8,30778.0,7.8,Cascade County, Montana
0500000US30015,"Chouteau County, Montana",39.3,18.0,16.4,14.4,11.9,25580.0,10.9,Chouteau County, Montana
0500000US30017,"Custer County, Montana",33.4,19.5,25.7,12.2,9.3,32167.0,5.8,Custer County, Montana
0500000US30019,"Daniels County, Montana",46.8,11.0,22.3,13.2,6.7,34948.0,4.4,Daniels County, Montana
0500000US30021,"Dawson County, Montana",32.8,21.7,14.6,18.2,12.7,32402.0,4.1,Dawson County, Montana
0500000US30023,"Deer Lodge County, Montana",33.0,27.7,18.5,11.6,9.2,23764.0,7.5,Deer Lodge County, Montana
0500000US30025,"Fallon County, Montana",30.3,15.2,15.2,27.4,11.9,36350.0,10.6,Fallon County, Montana
0500000US30027,"Fergus County, Montana",34.6,17.3,24.5,16.1,7.6,26899.0,9.2,Fergus County, Montana
0500000US30029,"Flathead County, Montana",36.5,18.5,23.6,12.1,9.4,30193.0,8.7,Flathead County, Montana
0500000US30031,"Gallatin County, Montana",42.0,17.6,19.3,11.3,9.8,30586.0,7.8,Gallatin County, Montana
0500000US30033,"Garfield County, Montana",47.8,8.5,19.6,16.7,7.3,27043.0,11.5,Garfield County, Montana
0500000US30035,"Glacier County, Montana",36.9,26.4,19.0,11.3,6.4,26399.0,37.7,Glacier County, Montana
0500000US30037,"Golden Valley County, Montana",41.4,19.2,9.3,18.9,11.2,20795.0,10.2,Golden Valley County, Montana
0500000US30039,"Granite County, Montana",35.9,24.4,15.1,13.0,11.5,20433.0,6.9,Granite County, Montana
0500000US30041,"Hill County, Montana",37.0,17.4,18.3,12.6,14.6,28818.0,6.6,Hill County, Montana
0500000US30043,"Jefferson County, Montana",44.8,15.1,18.2,12.5,9.5,32045.0,6.1,Jefferson County, Montana
0500000US30045,"Judith Basin County, Montana",40.0,16.2,17.0,18.4,8.4,27075.0,8.1,Judith Basin County, Montana
0500000US30047,"Lake County, Montana",35.0,22.7,19.8,10.9,11.5,23915.0,14.2,Lake County, Montana
0500000US30049,"Lewis and Clark County, Montana",45.5,15.9,21.3,7.7,9.6,35273.0,5.7,Lewis and Clark County, Montana
0500000US30051,"Liberty County, Montana",25.9,25.1,21.9,19.4,7.6,25256.0,8.6,Liberty County, Montana
0500000US30053,"Lincoln County, Montana",29.0,18.7,20.6,17.9,13.9,25876.0,10.7,Lincoln County, Montana
0500000US30055,"McCone County, Montana",50.1,6.6,17.0,19.4,6.9,33233.0,6.7,McCone County, Montana
0500000US30057,"Madison County, Montana",32.1,22.2,16.7,19.4,9.7,25427.0,9.4,Madison County, Montana
0500000US30059,"Meagher County, Montana",37.5,22.1,11.6,20.2,8.7,21719.0,13.0,Meagher County, Montana
0500000US30061,"Mineral County, Montana",22.0,15.7,33.8,15.8,12.7,22218.0,7.7,Mineral County, Montana
0500000US30063,"Missoula County, Montana",38.9,20.5,21.9,8.8,9.9,25953.0,6.7,Missoula County, Montana
0500000US30065,"Musselshell County, Montana",28.1,14.4,23.9,18.1,15.5,27827.0,6.8,Musselshell County, Montana
0500000US30067,"Park County, Montana",35.0,21.9,16.2,16.6,10.3,31377.0,10.3,Park County, Montana
0500000US30069,"Petroleum County, Montana",55.6,5.8,14.8,22.4,1.3,32262.0,8.6,Petroleum County, Montana
0500000US30071,"Phillips County, Montana",29.6,20.3,17.1,20.1,13.0,25191.0,16.2,Phillips County, Montana
0500000US30073,"Pondera County, Montana",37.8,18.0,20.4,13.4,10.4,27976.0,8.5,Pondera County, Montana
0500000US30075,"Powder River County, Montana",29.5,14.6,18.7,26.2,10.9,31860.0,6.8,Powder River County, Montana
0500000US30077,"Powell County, Montana",42.9,19.6,12.7,13.3,11.6,22639.0,6.4,Powell County, Montana
0500000US30079,"Prairie County, Montana",44.3,13.2,18.8,17.0,6.7,26208.0,4.0,Prairie County, Montana
0500000US30081,"Ravalli County, Montana",36.0,18.3,19.4,15.1,11.3,25808.0,10.9,Ravalli County, Montana
0500000US30083,"Richland County, Montana",31.4,14.4,18.9,22.3,13.0,37575.0,9.8,Richland County, Montana
0500000US30085,"Roosevelt County, Montana",33.0,24.2,19.0,12.8,11.0,30947.0,27.7,Roosevelt County, Montana
0500000US30087,"Rosebud County, Montana",30.6,23.0,11.8,22.8,11.9,31580.0,18.8,Rosebud County, Montana
0500000US30089,"Sanders County, Montana",30.4,20.9,18.9,13.8,16.0,22264.0,11.5,Sanders County, Montana
0500000US30091,"Sheridan County, Montana",37.5,16.7,17.7,17.7,10.4,34375.0,9.0,Sheridan County, Montana
0500000US30093,"Silver Bow County, Montana",35.4,23.5,18.3,8.8,14.0,27943.0,5.3,Silver Bow County, Montana
0500000US30095,"Stillwater County, Montana",29.2,16.4,18.2,20.3,16.0,33906.0,6.3,Stillwater County, Montana
0500000US30097,"Sweet Grass County, Montana",32.7,17.2,17.7,18.8,13.6,26464.0,5.8,Sweet Grass County, Montana
0500000US30099,"Teton County, Montana",38.4,15.6,18.6,17.2,10.2,28005.0,10.6,Teton County, Montana
0500000US30101,"Toole County, Montana",33.5,28.9,13.0,16.6,8.0,25455.0,8.0,Toole County, Montana
0500000US30103,"Treasure County, Montana",38.9,13.9,16.5,23.6,7.1,27386.0,4.9,Treasure County, Montana
